Train or Test	Speaker Number	Sex	Feature 0	Feature 1	Feature 2	Feature 3	Feature 4	Feature 5	Feature 6	Feature 7	Feature 8	Feature 9	Class
Test	Wendy	Female	-2.92	2.90	-1.07	-0.08	-0.26	0.55	0.32	-0.32	-0.78	0.79	had
Test	Wendy	Female	-3.05	2.82	-0.70	-0.40	-0.64	0.92	0.67	0.69	-0.61	-0.05	hOd
Test	Wendy	Female	-3.66	3.62	-1.05	-0.75	0.08	1.02	0.91	0.61	0.02	-0.45	hod
Test	Wendy	Female	-3.92	2.58	0.47	-0.06	-0.04	0.88	-0.13	0.61	-0.50	-0.54	hUd
Test	Wendy	Female	-4.09	2.50	-0.15	1.02	0.68	0.54	-1.02	-0.13	-1.14	-0.42	hud
Test	Wendy	Female	-3.40	2.26	-0.60	0.41	0.20	0.37	0.07	0.04	-1.35	0.87	hed
Test	Wendy	Female	-3.57	0.23	0.52	1.79	0.38	0.57	-0.96	-0.74	-0.94	1.01	hid
Test	Wendy	Female	-3.58	1.25	-0.06	1.65	0.79	1.13	0.10	-0.29	-1.13	0.47	hId
Test	Wendy	Female	-3.23	1.55	-0.83	1.67	-0.04	0.30	-0.55	-0.44	-0.41	0.96	hEd
Test	Wendy	Female	-2.64	2.02	-1.26	0.76	-0.44	0.16	-0.03	-0.14	-0.16	0.86	hAd
Test	Wendy	Female	-3.05	3.06	-1.60	-0.12	0.14	0.76	0.12	-0.40	-0.40	0.48	hYd
Test	Wendy	Female	-2.94	2.78	-1.11	-0.08	0.00	0.58	0.25	-0.40	-0.77	0.84	had
Test	Wendy	Female	-3.10	2.85	-0.82	-0.40	-0.60	1.09	0.57	0.74	-0.68	0.05	hOd
Test	Wendy	Female	-3.71	3.63	-0.89	-0.79	-0.09	1.22	0.81	0.56	0.06	-0.45	hod
Test	Wendy	Female	-3.95	2.55	0.45	0.00	0.04	0.79	-0.10	0.68	-0.64	-0.55	hUd
Test	Wendy	Female	-4.14	2.74	-0.12	0.91	0.67	0.48	-1.18	-0.24	-0.89	-0.37	hud
Test	Wendy	Female	-3.33	2.14	-0.53	0.44	0.10	0.32	0.22	0.14	-1.39	0.75	hed
Test	Wendy	Female	-3.46	0.04	0.55	1.85	0.39	0.57	-1.00	-0.64	-1.04	1.05	hid
Test	Wendy	Female	-3.55	1.06	-0.01	1.46	0.85	1.12	0.07	-0.03	-1.32	0.56	hId
Test	Wendy	Female	-3.32	1.55	-0.59	1.69	-0.26	0.39	-0.48	-0.46	-0.52	0.93	hEd
Test	Wendy	Female	-2.71	1.94	-1.25	0.77	-0.34	0.11	-0.06	0.04	-0.32	1.02	hAd
Test	Wendy	Female	-3.02	3.01	-1.49	-0.10	-0.13	0.93	0.23	-0.46	-0.56	0.60	hYd
Test	Wendy	Female	-2.90	2.74	-1.12	0.01	0.07	0.65	0.21	-0.45	-0.81	0.75	had
Test	Wendy	Female	-3.18	3.00	-1.10	-0.37	-0.42	1.32	0.48	0.47	-0.81	0.11	hOd
Test	Wendy	Female	-3.74	3.63	-0.87	-0.79	-0.31	1.76	0.68	0.56	-0.52	-0.49	hod
Test	Wendy	Female	-3.95	2.49	0.29	0.01	0.14	0.89	-0.09	0.61	-0.69	-0.62	hUd
Test	Wendy	Female	-4.21	2.81	0.02	0.80	0.51	0.50	-1.22	-0.24	-0.80	-0.39	hud
Test	Wendy	Female	-3.31	2.26	-0.62	0.37	0.25	0.44	0.01	0.12	-1.22	0.69	hed
Test	Wendy	Female	-3.50	0.07	0.53	1.88	0.36	0.54	-0.98	-0.67	-1.01	1.10	hid
Test	Wendy	Female	-3.62	1.07	0.16	1.39	0.88	1.02	-0.09	0.09	-1.33	0.58	hId
Test	Wendy	Female	-3.47	1.81	-0.39	1.55	-0.08	-0.01	-0.48	-0.23	-0.72	0.97	hEd
Test	Wendy	Female	-2.80	1.96	-1.26	0.79	-0.27	0.08	-0.11	0.00	-0.31	1.14	hAd
Test	Wendy	Female	-3.00	2.94	-1.38	-0.19	-0.13	0.96	0.35	-0.39	-0.71	0.62	hYd
Test	Wendy	Female	-2.92	2.73	-1.14	0.07	0.10	0.68	0.16	-0.40	-0.88	0.83	had
Test	Wendy	Female	-3.24	3.08	-1.43	-0.20	-0.28	1.42	0.58	0.07	-0.91	0.15	hOd
Test	Wendy	Female	-3.75	3.61	-0.90	-0.75	-0.40	1.76	0.62	0.75	-0.83	-0.30	hod
Test	Wendy	Female	-3.98	2.46	0.07	0.02	0.24	1.03	-0.19	0.52	-0.77	-0.50	hUd
Test	Wendy	Female	-4.26	2.92	0.06	0.79	0.32	0.51	-1.28	-0.14	-0.86	-0.39	hud
Test	Wendy	Female	-3.29	2.32	-0.68	0.28	0.44	0.56	-0.23	0.12	-1.05	0.70	hed
