checking_status	duration	credit_history	purpose	credit_amount	savings_status	employment	installment_commitment	personal_status	other_parties	residence_since	property_magnitude	age	other_payment_plans	housing	existing_credits	job	num_dependents	own_telephone	foreign_worker	class
'0<=X<200'	36.00	'critical/other existing 	'new car'	2820.00	'<100'	'<1'	4.00	'male div/sep'	none	4.00	car	27.00	none	own	2.00	skilled	1.00	none	yes	bad
'no checking'	24.00	'existing paid'	retraining	937.00	'<100'	'<1'	4.00	'male mar/wid'	none	3.00	car	27.00	none	own	2.00	'unskilled resident'	1.00	none	yes	good
'0<=X<200'	18.00	'critical/other existing 	'new car'	1056.00	'<100'	'>=7'	3.00	'male single'	guarantor	3.00	'real estate'	30.00	bank	own	2.00	skilled	1.00	none	yes	bad
'0<=X<200'	12.00	'critical/other existing 	'new car'	3124.00	'<100'	'<1'	1.00	'male single'	none	3.00	'real estate'	49.00	bank	own	2.00	'unskilled resident'	2.00	none	yes	good
'no checking'	9.00	'existing paid'	furniture/equipment	1388.00	'<100'	'1<=X<4'	4.00	'female div/dep/mar'	none	2.00	'real estate'	26.00	none	rent	1.00	skilled	1.00	none	yes	good
'0<=X<200'	36.00	'existing paid'	repairs	2384.00	'<100'	'<1'	4.00	'male single'	none	1.00	'no known property'	33.00	none	rent	1.00	'unskilled resident'	1.00	none	yes	bad
'no checking'	12.00	'existing paid'	'new car'	2133.00	'no known savings'	'>=7'	4.00	'female div/dep/mar'	none	4.00	'no known property'	52.00	none	'for free'	1.00	'high qualif/self emp/mgm	1.00	yes	yes	good
'<0'	18.00	'existing paid'	furniture/equipment	2039.00	'<100'	'1<=X<4'	1.00	'female div/dep/mar'	none	4.00	'real estate'	20.00	bank	rent	1.00	skilled	1.00	none	yes	bad
'<0'	9.00	'critical/other existing 	'new car'	2799.00	'<100'	'1<=X<4'	2.00	'male single'	none	2.00	'real estate'	36.00	none	rent	2.00	skilled	2.00	none	yes	good
'<0'	12.00	'existing paid'	furniture/equipment	1289.00	'<100'	'1<=X<4'	4.00	'male single'	guarantor	1.00	'life insurance'	21.00	none	own	1.00	'unskilled resident'	1.00	none	yes	good
'<0'	18.00	'existing paid'	'domestic appliance'	1217.00	'<100'	'1<=X<4'	4.00	'male mar/wid'	none	3.00	'real estate'	47.00	none	own	1.00	'unskilled resident'	1.00	yes	yes	bad
'<0'	12.00	'critical/other existing 	furniture/equipment	2246.00	'<100'	'>=7'	3.00	'male single'	none	3.00	'life insurance'	60.00	none	own	2.00	skilled	1.00	none	yes	bad
'<0'	12.00	'critical/other existing 	radio/tv	385.00	'<100'	'4<=X<7'	4.00	'female div/dep/mar'	none	3.00	'real estate'	58.00	none	own	4.00	'unskilled resident'	1.00	yes	yes	good
'0<=X<200'	24.00	'delayed previously'	'new car'	1965.00	'no known savings'	'1<=X<4'	4.00	'female div/dep/mar'	none	4.00	car	42.00	none	rent	2.00	skilled	1.00	yes	yes	good
'no checking'	21.00	'existing paid'	business	1572.00	'>=1000'	'>=7'	4.00	'female div/dep/mar'	none	4.00	'real estate'	36.00	bank	own	1.00	'unskilled resident'	1.00	none	yes	good
'0<=X<200'	24.00	'existing paid'	'new car'	2718.00	'<100'	'1<=X<4'	3.00	'female div/dep/mar'	none	4.00	'life insurance'	20.00	none	rent	1.00	'unskilled resident'	1.00	yes	yes	bad
'<0'	24.00	'all paid'	other	1358.00	'no known savings'	'>=7'	4.00	'male single'	none	3.00	car	40.00	stores	own	1.00	'high qualif/self emp/mgm	1.00	yes	yes	bad
'0<=X<200'	6.00	'all paid'	'new car'	931.00	'100<=X<500'	'<1'	1.00	'female div/dep/mar'	none	1.00	'life insurance'	32.00	stores	own	1.00	'unskilled resident'	1.00	none	yes	bad
'<0'	24.00	'existing paid'	'new car'	1442.00	'<100'	'4<=X<7'	4.00	'female div/dep/mar'	none	4.00	car	23.00	none	rent	2.00	skilled	1.00	none	yes	bad
'0<=X<200'	24.00	'no credits/all paid'	business	4241.00	'<100'	'1<=X<4'	1.00	'male single'	none	4.00	'real estate'	36.00	none	own	3.00	'unskilled resident'	1.00	yes	yes	bad
'no checking'	18.00	'critical/other existing 	'new car'	2775.00	'<100'	'4<=X<7'	2.00	'male single'	none	2.00	'life insurance'	31.00	bank	own	2.00	skilled	1.00	none	yes	bad
'no checking'	24.00	'delayed previously'	business	3863.00	'<100'	'1<=X<4'	1.00	'male single'	none	2.00	'no known property'	32.00	none	'for free'	1.00	skilled	1.00	none	yes	good
'0<=X<200'	7.00	'existing paid'	radio/tv	2329.00	'<100'	'<1'	1.00	'female div/dep/mar'	guarantor	1.00	'real estate'	45.00	none	own	1.00	skilled	1.00	none	yes	good
'0<=X<200'	9.00	'existing paid'	furniture/equipment	918.00	'<100'	'1<=X<4'	4.00	'female div/dep/mar'	none	1.00	'life insurance'	30.00	none	own	1.00	skilled	1.00	none	yes	bad
'0<=X<200'	24.00	'all paid'	education	1837.00	'<100'	'4<=X<7'	4.00	'female div/dep/mar'	none	4.00	'no known property'	34.00	bank	'for free'	1.00	'unskilled resident'	1.00	none	yes	bad
'no checking'	36.00	'existing paid'	furniture/equipment	3349.00	'<100'	'1<=X<4'	4.00	'female div/dep/mar'	none	2.00	car	28.00	none	own	1.00	'high qualif/self emp/mgm	1.00	yes	yes	bad
'>=200'	10.00	'existing paid'	furniture/equipment	1275.00	'<100'	'<1'	4.00	'female div/dep/mar'	none	2.00	'life insurance'	23.00	none	own	1.00	skilled	1.00	none	yes	good
'<0'	24.00	'all paid'	furniture/equipment	2828.00	'500<=X<1000'	'1<=X<4'	4.00	'male single'	none	4.00	'real estate'	22.00	stores	own	1.00	skilled	1.00	yes	yes	good
'no checking'	24.00	'critical/other existing 	business	4526.00	'<100'	'1<=X<4'	3.00	'male single'	none	2.00	'real estate'	74.00	none	own	1.00	'high qualif/self emp/mgm	1.00	yes	yes	good
'0<=X<200'	36.00	'existing paid'	radio/tv	2671.00	'100<=X<500'	'1<=X<4'	4.00	'female div/dep/mar'	'co applicant'	4.00	'no known property'	50.00	none	'for free'	1.00	skilled	1.00	none	yes	bad
'no checking'	18.00	'existing paid'	radio/tv	2051.00	'<100'	'<1'	4.00	'male single'	none	1.00	'real estate'	33.00	none	own	1.00	skilled	1.00	none	yes	good
'no checking'	15.00	'existing paid'	'used car'	1300.00	'no known savings'	'>=7'	4.00	'male single'	none	4.00	'no known property'	45.00	bank	'for free'	1.00	skilled	2.00	none	yes	good
'<0'	12.00	'existing paid'	'domestic appliance'	741.00	'100<=X<500'	unemployed	4.00	'female div/dep/mar'	none	3.00	'life insurance'	22.00	none	own	1.00	skilled	1.00	none	yes	bad
'>=200'	10.00	'existing paid'	'new car'	1240.00	'100<=X<500'	'>=7'	1.00	'female div/dep/mar'	none	4.00	'no known property'	48.00	none	'for free'	1.00	'unskilled resident'	2.00	none	yes	bad
'<0'	21.00	'existing paid'	radio/tv	3357.00	'>=1000'	'<1'	4.00	'female div/dep/mar'	none	2.00	car	29.00	bank	own	1.00	skilled	1.00	none	yes	good
'<0'	24.00	'all paid'	'used car'	3632.00	'<100'	'1<=X<4'	1.00	'female div/dep/mar'	guarantor	4.00	car	22.00	bank	rent	1.00	skilled	1.00	none	no	good
'no checking'	18.00	'delayed previously'	furniture/equipment	1808.00	'<100'	'4<=X<7'	4.00	'female div/dep/mar'	none	1.00	'real estate'	22.00	none	own	1.00	skilled	1.00	none	yes	bad
'0<=X<200'	48.00	'no credits/all paid'	business	12204.00	'no known savings'	'1<=X<4'	2.00	'male single'	none	2.00	car	48.00	bank	own	1.00	'high qualif/self emp/mgm	1.00	yes	yes	good
'0<=X<200'	60.00	'delayed previously'	radio/tv	9157.00	'no known savings'	'1<=X<4'	2.00	'male single'	none	2.00	'no known property'	27.00	none	'for free'	1.00	'high qualif/self emp/mgm	1.00	none	yes	good
'<0'	6.00	'critical/other existing 	'new car'	3676.00	'<100'	'1<=X<4'	1.00	'male single'	none	3.00	'real estate'	37.00	none	rent	3.00	skilled	2.00	none	yes	good
'0<=X<200'	30.00	'existing paid'	furniture/equipment	3441.00	'100<=X<500'	'1<=X<4'	2.00	'female div/dep/mar'	'co applicant'	4.00	car	21.00	none	rent	1.00	skilled	1.00	none	yes	bad
'no checking'	12.00	'existing paid'	'new car'	640.00	'<100'	'1<=X<4'	4.00	'male div/sep'	none	2.00	'real estate'	49.00	none	own	1.00	'unskilled resident'	1.00	none	yes	good
'0<=X<200'	21.00	'critical/other existing 	business	3652.00	'<100'	'4<=X<7'	2.00	'male single'	none	3.00	'life insurance'	27.00	none	own	2.00	skilled	1.00	none	yes	good
'no checking'	18.00	'critical/other existing 	'new car'	1530.00	'<100'	'1<=X<4'	3.00	'male single'	none	2.00	'life insurance'	32.00	bank	own	2.00	skilled	1.00	none	yes	bad
'no checking'	48.00	'existing paid'	business	3914.00	'no known savings'	'1<=X<4'	4.00	'male div/sep'	none	2.00	'real estate'	38.00	bank	own	1.00	skilled	1.00	none	yes	bad
'<0'	12.00	'existing paid'	furniture/equipment	1858.00	'<100'	'<1'	4.00	'female div/dep/mar'	none	1.00	car	22.00	none	rent	1.00	skilled	1.00	none	yes	good
'<0'	18.00	'existing paid'	radio/tv	2600.00	'<100'	'1<=X<4'	4.00	'male single'	none	4.00	'no known property'	65.00	none	'for free'	2.00	skilled	1.00	none	yes	bad
'no checking'	15.00	'existing paid'	radio/tv	1979.00	'no known savings'	'>=7'	4.00	'male single'	none	2.00	car	35.00	none	own	1.00	skilled	1.00	none	yes	good
'>=200'	6.00	'existing paid'	furniture/equipment	2116.00	'<100'	'1<=X<4'	2.00	'male single'	none	2.00	'real estate'	41.00	none	own	1.00	skilled	1.00	yes	yes	good
'0<=X<200'	9.00	'all paid'	'new car'	1437.00	'100<=X<500'	'4<=X<7'	2.00	'male single'	none	3.00	'no known property'	29.00	none	own	1.00	skilled	1.00	none	yes	bad
'no checking'	42.00	'critical/other existing 	furniture/equipment	4042.00	'500<=X<1000'	'1<=X<4'	4.00	'male single'	none	4.00	'real estate'	36.00	none	own	2.00	skilled	1.00	yes	yes	good
'no checking'	9.00	'existing paid'	education	3832.00	'no known savings'	'>=7'	1.00	'male single'	none	4.00	'real estate'	64.00	none	own	1.00	'unskilled resident'	1.00	none	yes	good
'<0'	24.00	'existing paid'	radio/tv	3660.00	'<100'	'1<=X<4'	2.00	'female div/dep/mar'	none	4.00	car	28.00	none	own	1.00	skilled	1.00	none	yes	good
'<0'	18.00	'all paid'	furniture/equipment	1553.00	'<100'	'1<=X<4'	4.00	'male single'	none	3.00	car	44.00	bank	own	1.00	skilled	1.00	none	yes	bad
'0<=X<200'	15.00	'existing paid'	radio/tv	1444.00	'no known savings'	'<1'	4.00	'male single'	none	1.00	'life insurance'	23.00	none	own	1.00	skilled	1.00	none	yes	good
'no checking'	9.00	'existing paid'	furniture/equipment	1980.00	'<100'	'<1'	2.00	'female div/dep/mar'	'co applicant'	2.00	car	19.00	none	rent	2.00	skilled	1.00	none	yes	bad
'0<=X<200'	24.00	'existing paid'	'new car'	1355.00	'<100'	'<1'	3.00	'female div/dep/mar'	none	4.00	car	25.00	none	own	1.00	'unskilled resident'	1.00	yes	yes	bad
'no checking'	12.00	'existing paid'	education	1393.00	'<100'	'>=7'	4.00	'male single'	none	4.00	'life insurance'	47.00	bank	own	3.00	skilled	2.00	yes	yes	good
'no checking'	24.00	'existing paid'	radio/tv	1376.00	'500<=X<1000'	'4<=X<7'	4.00	'female div/dep/mar'	none	1.00	car	28.00	none	own	1.00	skilled	1.00	none	yes	good
'no checking'	60.00	'delayed previously'	radio/tv	15653.00	'<100'	'4<=X<7'	2.00	'male single'	none	4.00	car	21.00	none	own	2.00	skilled	1.00	yes	yes	good
'no checking'	12.00	'existing paid'	radio/tv	1493.00	'<100'	'<1'	4.00	'female div/dep/mar'	none	3.00	car	34.00	none	own	1.00	skilled	2.00	none	yes	good
'<0'	42.00	'delayed previously'	radio/tv	4370.00	'<100'	'4<=X<7'	3.00	'male single'	none	2.00	'life insurance'	26.00	bank	own	2.00	skilled	2.00	yes	yes	bad
'<0'	18.00	'existing paid'	education	750.00	'<100'	unemployed	4.00	'female div/dep/mar'	none	1.00	'real estate'	27.00	none	own	1.00	'unemp/unskilled non res'	1.00	none	yes	bad
'0<=X<200'	15.00	'existing paid'	repairs	1308.00	'<100'	'>=7'	4.00	'male single'	none	4.00	car	38.00	none	own	2.00	'unskilled resident'	1.00	none	yes	good
'no checking'	15.00	'existing paid'	education	4623.00	'100<=X<500'	'1<=X<4'	3.00	'male single'	none	2.00	'life insurance'	40.00	none	own	1.00	'high qualif/self emp/mgm	1.00	yes	yes	bad
'no checking'	24.00	'critical/other existing 	radio/tv	1851.00	'<100'	'4<=X<7'	4.00	'male mar/wid'	guarantor	2.00	car	33.00	none	own	2.00	skilled	1.00	yes	yes	good
'<0'	18.00	'critical/other existing 	radio/tv	1880.00	'<100'	'4<=X<7'	4.00	'male mar/wid'	none	1.00	'life insurance'	32.00	none	own	2.00	'high qualif/self emp/mgm	1.00	yes	yes	good
'no checking'	36.00	'delayed previously'	business	7980.00	'no known savings'	'<1'	4.00	'male single'	none	4.00	car	27.00	none	rent	2.00	skilled	1.00	yes	yes	bad
'<0'	30.00	'no credits/all paid'	furniture/equipment	4583.00	'<100'	'1<=X<4'	2.00	'male div/sep'	guarantor	2.00	'real estate'	32.00	none	own	2.00	skilled	1.00	none	yes	good
'no checking'	12.00	'existing paid'	'new car'	1386.00	'500<=X<1000'	'1<=X<4'	2.00	'female div/dep/mar'	none	2.00	'life insurance'	26.00	none	own	1.00	skilled	1.00	none	yes	bad
'>=200'	24.00	'existing paid'	'new car'	947.00	'<100'	'4<=X<7'	4.00	'male single'	none	3.00	'no known property'	38.00	bank	'for free'	1.00	skilled	2.00	none	yes	bad
'<0'	12.00	'existing paid'	education	684.00	'<100'	'1<=X<4'	4.00	'male single'	none	4.00	car	40.00	none	rent	1.00	'unskilled resident'	2.00	none	yes	bad
'<0'	48.00	'existing paid'	education	7476.00	'<100'	'4<=X<7'	4.00	'male single'	none	1.00	'no known property'	50.00	none	'for free'	1.00	'high qualif/self emp/mgm	1.00	yes	yes	good
'0<=X<200'	12.00	'existing paid'	furniture/equipment	1922.00	'<100'	'1<=X<4'	4.00	'male single'	none	2.00	'life insurance'	37.00	none	own	1.00	'unskilled resident'	1.00	none	yes	bad
'<0'	24.00	'existing paid'	'new car'	2303.00	'<100'	'>=7'	4.00	'male single'	'co applicant'	1.00	'real estate'	45.00	none	own	1.00	skilled	1.00	none	yes	bad
'0<=X<200'	36.00	'delayed previously'	'new car'	8086.00	'100<=X<500'	'>=7'	2.00	'male single'	none	4.00	car	42.00	none	own	4.00	'high qualif/self emp/mgm	1.00	yes	yes	bad
'no checking'	24.00	'critical/other existing 	'used car'	2346.00	'<100'	'4<=X<7'	4.00	'male single'	none	3.00	car	35.00	none	own	2.00	skilled	1.00	yes	yes	good
'<0'	14.00	'existing paid'	'new car'	3973.00	'<100'	unemployed	1.00	'male single'	none	4.00	'no known property'	22.00	none	'for free'	1.00	skilled	1.00	none	yes	good
'0<=X<200'	12.00	'existing paid'	'new car'	888.00	'<100'	'>=7'	4.00	'male single'	none	4.00	car	41.00	bank	own	1.00	'unskilled resident'	2.00	none	yes	bad
'no checking'	48.00	'existing paid'	radio/tv	10222.00	'no known savings'	'4<=X<7'	4.00	'male single'	none	3.00	car	37.00	stores	own	1.00	skilled	1.00	yes	yes	good
'0<=X<200'	30.00	'no credits/all paid'	business	4221.00	'<100'	'1<=X<4'	2.00	'female div/dep/mar'	none	1.00	car	28.00	none	own	2.00	skilled	1.00	none	yes	good
'0<=X<200'	18.00	'critical/other existing 	furniture/equipment	6361.00	'<100'	'>=7'	2.00	'male single'	none	1.00	'no known property'	41.00	none	own	1.00	skilled	1.00	yes	yes	good
'>=200'	12.00	'existing paid'	radio/tv	1297.00	'<100'	'1<=X<4'	3.00	'male mar/wid'	none	4.00	'real estate'	23.00	none	rent	1.00	skilled	1.00	none	yes	good
'<0'	12.00	'existing paid'	'new car'	900.00	'no known savings'	'1<=X<4'	4.00	'male mar/wid'	none	2.00	car	23.00	none	own	1.00	skilled	1.00	none	yes	bad
'no checking'	21.00	'existing paid'	furniture/equipment	2241.00	'<100'	'>=7'	4.00	'male single'	none	2.00	'real estate'	50.00	none	own	2.00	skilled	1.00	none	yes	good
'0<=X<200'	6.00	'delayed previously'	furniture/equipment	1050.00	'<100'	unemployed	4.00	'male single'	none	1.00	'life insurance'	35.00	stores	own	2.00	'high qualif/self emp/mgm	1.00	yes	yes	good
'>=200'	6.00	'critical/other existing 	education	1047.00	'<100'	'1<=X<4'	2.00	'female div/dep/mar'	none	4.00	'life insurance'	50.00	none	own	1.00	'unskilled resident'	1.00	none	yes	good
'no checking'	24.00	'critical/other existing 	other	6314.00	'<100'	unemployed	4.00	'male single'	'co applicant'	2.00	'no known property'	27.00	bank	own	2.00	'high qualif/self emp/mgm	1.00	yes	yes	good
'0<=X<200'	30.00	'all paid'	furniture/equipment	3496.00	'>=1000'	'1<=X<4'	4.00	'male single'	none	2.00	car	34.00	stores	own	1.00	skilled	2.00	yes	yes	good
'no checking'	48.00	'all paid'	business	3609.00	'<100'	'1<=X<4'	1.00	'female div/dep/mar'	none	1.00	'real estate'	27.00	stores	own	1.00	skilled	1.00	none	yes	good
'<0'	12.00	'critical/other existing 	'new car'	4843.00	'<100'	'>=7'	3.00	'male single'	'co applicant'	4.00	'life insurance'	43.00	none	rent	2.00	skilled	1.00	yes	yes	bad
'>=200'	30.00	'critical/other existing 	radio/tv	3017.00	'<100'	'>=7'	4.00	'male single'	none	4.00	'life insurance'	47.00	none	own	1.00	skilled	1.00	none	yes	good
'no checking'	24.00	'critical/other existing 	business	4139.00	'100<=X<500'	'1<=X<4'	3.00	'male single'	none	3.00	'life insurance'	27.00	none	own	2.00	'unskilled resident'	1.00	yes	yes	good
'no checking'	36.00	'existing paid'	business	5742.00	'100<=X<500'	'4<=X<7'	2.00	'male single'	none	2.00	car	31.00	none	own	2.00	skilled	1.00	yes	yes	good
'no checking'	60.00	'existing paid'	'new car'	10366.00	'<100'	'>=7'	2.00	'male single'	none	4.00	'life insurance'	42.00	none	own	1.00	'high qualif/self emp/mgm	1.00	yes	yes	good
'no checking'	6.00	'critical/other existing 	'new car'	2080.00	'500<=X<1000'	'1<=X<4'	1.00	'male mar/wid'	none	2.00	car	24.00	none	own	1.00	skilled	1.00	none	yes	good
'no checking'	21.00	'delayed previously'	business	2580.00	'500<=X<1000'	'<1'	4.00	'male single'	none	2.00	'real estate'	41.00	bank	own	1.00	'unskilled resident'	2.00	none	yes	bad
'no checking'	30.00	'critical/other existing 	radio/tv	4530.00	'<100'	'4<=X<7'	4.00	'female div/dep/mar'	none	4.00	car	26.00	none	rent	1.00	'high qualif/self emp/mgm	1.00	yes	yes	good
'no checking'	24.00	'critical/other existing 	furniture/equipment	5150.00	'<100'	'>=7'	4.00	'male single'	none	4.00	car	33.00	none	own	1.00	skilled	1.00	yes	yes	good
'0<=X<200'	72.00	'existing paid'	radio/tv	5595.00	'100<=X<500'	'1<=X<4'	2.00	'male mar/wid'	none	2.00	car	24.00	none	own	1.00	skilled	1.00	none	yes	bad
'<0'	24.00	'existing paid'	radio/tv	2384.00	'<100'	'>=7'	4.00	'male single'	none	4.00	'real estate'	64.00	bank	rent	1.00	'unskilled resident'	1.00	none	yes	good
'no checking'	18.00	'existing paid'	radio/tv	1453.00	'<100'	'<1'	3.00	'female div/dep/mar'	none	1.00	'real estate'	26.00	none	own	1.00	skilled	1.00	none	yes	good
'no checking'	6.00	'existing paid'	education	1538.00	'<100'	'<1'	1.00	'female div/dep/mar'	none	2.00	'no known property'	56.00	none	own	1.00	skilled	1.00	none	yes	good
'no checking'	12.00	'existing paid'	radio/tv	2279.00	'no known savings'	'1<=X<4'	4.00	'male single'	none	4.00	'no known property'	37.00	none	'for free'	1.00	skilled	1.00	yes	yes	good
'no checking'	15.00	'delayed previously'	radio/tv	1478.00	'<100'	'1<=X<4'	4.00	'male mar/wid'	none	3.00	'real estate'	33.00	bank	own	2.00	skilled	1.00	none	yes	good
'no checking'	24.00	'critical/other existing 	radio/tv	5103.00	'<100'	'<1'	3.00	'male mar/wid'	none	3.00	'no known property'	47.00	none	'for free'	3.00	skilled	1.00	yes	yes	good
'0<=X<200'	36.00	'delayed previously'	business	9857.00	'100<=X<500'	'4<=X<7'	1.00	'male single'	none	3.00	'life insurance'	31.00	none	own	2.00	'unskilled resident'	2.00	yes	yes	good
'no checking'	60.00	'existing paid'	'new car'	6527.00	'no known savings'	'1<=X<4'	4.00	'male single'	none	4.00	'no known property'	34.00	none	'for free'	1.00	skilled	2.00	yes	yes	good
'>=200'	10.00	'critical/other existing 	radio/tv	1347.00	'no known savings'	'4<=X<7'	4.00	'male single'	none	2.00	'life insurance'	27.00	none	own	2.00	skilled	1.00	yes	yes	good
'0<=X<200'	36.00	'delayed previously'	'new car'	2862.00	'100<=X<500'	'>=7'	4.00	'male single'	none	3.00	'no known property'	30.00	none	'for free'	1.00	skilled	1.00	none	yes	good
'no checking'	9.00	'existing paid'	radio/tv	2753.00	'100<=X<500'	'>=7'	3.00	'male single'	'co applicant'	4.00	car	35.00	none	own	1.00	skilled	1.00	yes	yes	good
'<0'	12.00	'existing paid'	'new car'	3651.00	'>=1000'	'1<=X<4'	1.00	'male single'	none	3.00	'life insurance'	31.00	none	own	1.00	skilled	2.00	none	yes	good
'<0'	15.00	'critical/other existing 	furniture/equipment	975.00	'<100'	'1<=X<4'	2.00	'male div/sep'	none	3.00	'life insurance'	25.00	none	own	2.00	skilled	1.00	none	yes	good
'0<=X<200'	15.00	'existing paid'	repairs	2631.00	'100<=X<500'	'1<=X<4'	3.00	'female div/dep/mar'	none	2.00	'real estate'	25.00	none	own	1.00	'unskilled resident'	1.00	none	yes	good
'0<=X<200'	24.00	'existing paid'	radio/tv	2896.00	'100<=X<500'	'<1'	2.00	'male single'	none	1.00	car	29.00	none	own	1.00	skilled	1.00	none	yes	good
'<0'	6.00	'critical/other existing 	'new car'	4716.00	'no known savings'	'<1'	1.00	'male single'	none	3.00	'real estate'	44.00	none	own	2.00	'unskilled resident'	2.00	none	yes	good
'no checking'	24.00	'existing paid'	radio/tv	2284.00	'<100'	'4<=X<7'	4.00	'male single'	none	2.00	car	28.00	none	own	1.00	skilled	1.00	yes	yes	good
'no checking'	6.00	'existing paid'	'used car'	1236.00	'500<=X<1000'	'1<=X<4'	2.00	'male single'	none	4.00	'life insurance'	50.00	none	rent	1.00	skilled	1.00	none	yes	good
'0<=X<200'	12.00	'existing paid'	radio/tv	1103.00	'<100'	'4<=X<7'	4.00	'male single'	guarantor	3.00	'real estate'	29.00	none	own	2.00	skilled	1.00	none	no	good
'no checking'	12.00	'critical/other existing 	'new car'	926.00	'<100'	unemployed	1.00	'female div/dep/mar'	none	2.00	'life insurance'	38.00	none	own	1.00	'unemp/unskilled non res'	1.00	none	yes	good
'no checking'	18.00	'critical/other existing 	radio/tv	1800.00	'<100'	'1<=X<4'	4.00	'male single'	none	2.00	car	24.00	none	own	2.00	skilled	1.00	none	yes	good
'>=200'	15.00	'existing paid'	education	1905.00	'<100'	'>=7'	4.00	'male single'	none	4.00	car	40.00	none	rent	1.00	'high qualif/self emp/mgm	1.00	yes	yes	good
'no checking'	12.00	'existing paid'	furniture/equipment	1123.00	'500<=X<1000'	'1<=X<4'	4.00	'female div/dep/mar'	none	4.00	car	29.00	none	rent	1.00	'unskilled resident'	1.00	none	yes	bad
'<0'	48.00	'critical/other existing 	'used car'	6331.00	'<100'	'>=7'	4.00	'male single'	none	4.00	'no known property'	46.00	none	'for free'	2.00	skilled	1.00	yes	yes	bad
'>=200'	24.00	'existing paid'	radio/tv	1377.00	'100<=X<500'	'>=7'	4.00	'female div/dep/mar'	none	2.00	'no known property'	47.00	none	'for free'	1.00	skilled	1.00	yes	yes	good
'0<=X<200'	30.00	'delayed previously'	business	2503.00	'100<=X<500'	'>=7'	4.00	'male single'	none	2.00	'life insurance'	41.00	stores	own	2.00	skilled	1.00	none	yes	good
'0<=X<200'	27.00	'existing paid'	business	2528.00	'<100'	'<1'	4.00	'female div/dep/mar'	none	1.00	'life insurance'	32.00	none	own	1.00	skilled	2.00	yes	yes	good
'no checking'	15.00	'existing paid'	'new car'	5324.00	'500<=X<1000'	'>=7'	1.00	'female div/dep/mar'	none	4.00	'no known property'	35.00	none	'for free'	1.00	skilled	1.00	none	yes	good
'0<=X<200'	48.00	'existing paid'	'new car'	6560.00	'100<=X<500'	'4<=X<7'	3.00	'male single'	none	2.00	'life insurance'	24.00	none	own	1.00	skilled	1.00	none	yes	bad
'0<=X<200'	12.00	'no credits/all paid'	furniture/equipment	2969.00	'<100'	'<1'	4.00	'female div/dep/mar'	none	3.00	'life insurance'	25.00	none	rent	2.00	skilled	1.00	none	yes	bad
'0<=X<200'	9.00	'existing paid'	radio/tv	1206.00	'<100'	'>=7'	4.00	'female div/dep/mar'	none	4.00	'real estate'	25.00	none	own	1.00	skilled	1.00	none	yes	good
'0<=X<200'	9.00	'existing paid'	radio/tv	2118.00	'<100'	'1<=X<4'	2.00	'male single'	none	2.00	'real estate'	37.00	none	own	1.00	'unskilled resident'	2.00	none	yes	good
'no checking'	18.00	'critical/other existing 	radio/tv	629.00	'500<=X<1000'	'>=7'	4.00	'male single'	none	3.00	'life insurance'	32.00	bank	own	2.00	'high qualif/self emp/mgm	1.00	yes	yes	good
'<0'	6.00	'all paid'	education	1198.00	'<100'	'>=7'	4.00	'female div/dep/mar'	none	4.00	'no known property'	35.00	none	'for free'	1.00	skilled	1.00	none	yes	bad
'no checking'	21.00	'existing paid'	'used car'	2476.00	'no known savings'	'>=7'	4.00	'male single'	none	4.00	'real estate'	46.00	none	own	1.00	'high qualif/self emp/mgm	1.00	yes	yes	good
'<0'	9.00	'critical/other existing 	radio/tv	1138.00	'<100'	'1<=X<4'	4.00	'male single'	none	4.00	'real estate'	25.00	none	own	2.00	'unskilled resident'	1.00	none	yes	good
'0<=X<200'	60.00	'existing paid'	'new car'	14027.00	'<100'	'4<=X<7'	4.00	'male single'	none	2.00	'no known property'	27.00	none	own	1.00	'high qualif/self emp/mgm	1.00	yes	yes	bad
'no checking'	30.00	'critical/other existing 	'used car'	7596.00	'no known savings'	'>=7'	1.00	'male single'	none	4.00	car	63.00	none	own	2.00	skilled	1.00	none	yes	good
'no checking'	30.00	'critical/other existing 	radio/tv	3077.00	'no known savings'	'>=7'	3.00	'male single'	none	2.00	car	40.00	none	own	2.00	skilled	2.00	yes	yes	good
'no checking'	18.00	'existing paid'	radio/tv	1505.00	'<100'	'1<=X<4'	4.00	'male single'	none	2.00	'no known property'	32.00	none	'for free'	1.00	'high qualif/self emp/mgm	1.00	yes	yes	good
'>=200'	24.00	'critical/other existing 	radio/tv	3148.00	'no known savings'	'1<=X<4'	3.00	'male single'	none	2.00	car	31.00	none	own	2.00	skilled	1.00	yes	yes	good
'0<=X<200'	20.00	'no credits/all paid'	'used car'	6148.00	'100<=X<500'	'>=7'	3.00	'male mar/wid'	none	4.00	car	31.00	bank	own	2.00	skilled	1.00	yes	yes	good
'>=200'	9.00	'no credits/all paid'	radio/tv	1337.00	'<100'	'<1'	4.00	'male single'	none	2.00	car	34.00	none	own	2.00	'high qualif/self emp/mgm	1.00	yes	yes	bad
'0<=X<200'	6.00	'all paid'	education	433.00	'>=1000'	'<1'	4.00	'female div/dep/mar'	none	2.00	'life insurance'	24.00	bank	rent	1.00	skilled	2.00	none	yes	bad
'<0'	12.00	'existing paid'	'new car'	1228.00	'<100'	'1<=X<4'	4.00	'female div/dep/mar'	none	2.00	'real estate'	24.00	none	own	1.00	'unskilled resident'	1.00	none	yes	bad
