region-centroid-col	region-centroid-row	region-pixel-count	short-line-density-5	short-line-density-2	vedge-mean	vegde-sd	hedge-mean	hedge-sd	intensity-mean	rawred-mean	rawblue-mean	rawgreen-mean	exred-mean	exblue-mean	exgreen-mean	value-mean	saturation-mean	hue-mean	class
166.00	154.00	9.00	0.00	0.00	0.11	0.03	0.44	0.07	0.70	0.22	1.89	0.00	-1.44	3.56	-2.11	1.89	1.00	-2.02	window
78.00	85.00	9.00	0.00	0.00	5.50	2.11	6.50	4.60	48.89	42.44	61.56	42.67	-19.33	38.00	-18.67	61.56	0.32	-2.10	cement
182.00	39.00	9.00	0.00	0.00	5.50	5.74	0.61	0.88	9.52	7.33	14.33	6.89	-6.56	14.44	-7.89	14.33	0.58	-2.04	window
182.00	135.00	9.00	0.00	0.00	4.22	1.13	1.11	1.03	32.70	28.56	41.00	28.56	-12.44	24.89	-12.44	41.00	0.31	-2.09	cement
236.00	102.00	9.00	0.00	0.00	1.06	0.06	1.78	1.23	51.70	46.22	64.33	44.56	-16.44	37.89	-21.44	64.33	0.31	-2.01	cement
32.00	158.00	9.00	0.00	0.00	0.94	0.86	0.83	0.61	7.96	6.33	11.89	5.67	-4.89	11.78	-6.89	11.89	0.52	-1.98	cement
23.00	92.00	9.00	0.00	0.11	4.11	4.64	7.00	5.69	12.67	8.78	18.67	10.56	-11.67	18.00	-6.33	18.67	0.56	-2.28	foliage
32.00	95.00	9.00	0.00	0.00	1.28	1.04	2.22	3.10	3.15	0.78	7.44	1.22	-7.11	12.89	-5.78	7.44	0.92	-2.15	foliage
142.00	182.00	9.00	0.00	0.00	2.50	1.10	2.28	3.62	34.52	31.56	42.22	29.78	-8.89	23.11	-14.22	42.22	0.29	-1.94	path
233.00	184.00	9.00	0.00	0.00	0.50	0.08	0.78	0.79	11.85	9.78	9.89	15.89	-6.22	-5.89	12.11	15.89	0.41	2.13	grass
253.00	32.00	9.00	0.00	0.00	0.50	0.59	1.33	0.56	116.78	103.89	133.33	113.11	-38.67	49.67	-11.00	133.33	0.22	-2.42	sky
203.00	61.00	9.00	0.00	0.00	0.17	0.28	0.72	0.44	7.00	4.44	12.33	4.22	-7.67	16.00	-8.33	12.33	0.67	-2.07	window
98.00	107.00	9.00	0.00	0.00	4.67	3.73	3.94	17.13	8.70	4.89	14.56	6.67	-11.44	17.56	-6.11	14.56	0.70	-2.28	foliage
38.00	189.00	9.00	0.00	0.00	1.00	0.22	6.22	33.32	29.07	26.33	35.22	25.67	-8.22	18.44	-10.22	35.22	0.27	-2.05	path
38.00	146.00	9.00	0.00	0.00	0.50	0.12	0.67	0.27	5.11	5.67	6.78	2.89	1.67	5.00	-6.67	6.89	0.57	-1.26	brickface
151.00	129.00	9.00	0.00	0.00	8.06	8.14	0.72	0.83	32.04	27.56	41.11	27.44	-13.44	27.22	-13.78	41.11	0.34	-2.08	cement
86.00	193.00	9.00	0.00	0.00	3.28	1.65	2.22	1.81	61.41	53.67	76.56	54.00	-23.22	45.44	-22.22	76.56	0.30	-2.11	path
104.00	68.00	9.00	0.00	0.00	1.00	0.58	0.89	0.83	105.78	95.11	124.89	97.33	-32.00	57.33	-25.33	124.89	0.24	-2.17	sky
60.00	52.00	9.00	0.00	0.00	0.72	0.60	0.78	0.74	111.63	101.00	129.22	104.67	-31.89	52.78	-20.89	129.22	0.22	-2.23	sky
62.00	202.00	9.00	0.00	0.00	2.56	1.71	1.50	1.13	60.48	53.67	74.89	52.89	-20.44	43.22	-22.78	74.89	0.30	-2.06	path
243.00	94.00	9.00	0.00	0.00	0.67	0.31	0.22	0.03	1.19	0.22	3.22	0.11	-2.89	6.11	-3.22	3.22	0.98	-2.07	window
22.00	87.00	9.00	0.00	0.00	1.89	1.26	1.17	0.62	64.04	55.78	80.33	56.00	-24.78	48.89	-24.11	80.33	0.31	-2.11	cement
96.00	92.00	9.00	0.11	0.00	3.33	2.98	1.78	0.65	22.89	21.78	29.78	17.11	-3.33	20.67	-17.33	29.78	0.42	-1.68	brickface
119.00	153.00	9.00	0.00	0.00	5.06	5.54	0.06	0.14	3.37	3.00	3.89	3.22	-1.11	1.56	-0.44	3.89	0.09	-2.22	window
86.00	194.00	9.00	0.00	0.00	1.78	1.27	1.89	0.39	16.78	13.22	16.67	20.44	-10.67	-0.33	11.00	20.44	0.35	2.59	grass
6.00	174.00	9.00	0.00	0.00	1.89	1.01	2.89	4.03	19.07	15.11	17.78	24.33	-11.89	-3.89	15.78	24.33	0.38	2.40	grass
39.00	111.00	9.00	0.00	0.00	0.72	0.37	0.89	0.43	6.04	7.00	7.67	3.44	2.89	4.89	-7.78	7.89	0.56	-1.18	brickface
23.00	147.00	9.00	0.00	0.00	0.33	0.13	0.72	0.42	4.59	4.11	7.44	2.22	-1.44	8.56	-7.11	7.67	0.70	-1.56	brickface
248.00	53.00	9.00	0.00	0.00	0.72	0.29	0.83	0.70	134.78	128.22	145.78	130.33	-19.67	33.00	-13.33	145.78	0.12	-2.22	sky
33.00	100.00	9.00	0.00	0.00	0.72	0.53	0.67	0.37	1.22	0.11	2.78	0.78	-3.33	4.67	-1.33	2.78	0.98	-2.34	foliage
103.00	216.00	9.00	0.00	0.00	0.89	0.65	2.17	1.14	14.56	10.89	13.67	19.11	-11.00	-2.67	13.67	19.11	0.43	2.45	grass
243.00	94.00	9.00	0.00	0.00	0.67	0.31	0.22	0.03	1.19	0.22	3.22	0.11	-2.89	6.11	-3.22	3.22	0.98	-2.07	window
23.00	25.00	9.00	0.00	0.00	1.11	0.75	0.61	0.65	70.44	60.67	89.00	61.67	-29.33	55.67	-26.33	89.00	0.32	-2.13	cement
75.00	75.00	9.00	0.00	0.00	2.83	4.61	2.22	3.72	25.96	23.33	34.78	19.78	-7.89	26.44	-18.56	34.78	0.43	-1.84	brickface
222.00	131.00	9.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	window
240.00	63.00	9.00	0.00	0.00	0.56	0.54	0.39	0.39	8.96	6.33	14.00	6.56	-7.89	15.11	-7.22	14.00	0.55	-2.12	window
212.00	94.00	9.00	0.00	0.00	1.72	2.37	1.22	0.96	15.63	10.56	24.89	11.44	-15.22	27.78	-12.56	24.89	0.58	-2.16	window
86.00	187.00	9.00	0.00	0.00	1.11	0.72	1.44	0.75	13.74	11.67	10.33	19.22	-6.22	-10.22	16.44	19.22	0.46	1.94	grass
198.00	183.00	9.00	0.00	0.00	1.06	1.18	3.39	1.60	54.04	48.89	66.56	46.67	-15.44	37.56	-22.11	66.56	0.30	-1.97	path
119.00	85.00	9.00	0.00	0.00	0.50	0.30	0.89	0.61	101.04	88.78	122.56	91.78	-36.78	64.56	-27.78	122.56	0.28	-2.19	sky
216.00	169.00	9.00	0.00	0.00	0.83	0.39	1.94	0.42	16.59	12.78	15.67	21.33	-11.44	-2.78	14.22	21.33	0.40	2.45	grass
24.00	205.00	9.00	0.00	0.00	2.22	1.59	2.39	2.49	56.07	49.78	69.78	48.67	-18.89	41.11	-22.22	69.78	0.30	-2.04	path
80.00	116.00	9.00	0.00	0.00	1.50	1.63	1.56	0.87	21.70	21.22	27.56	16.33	-1.44	17.56	-16.11	27.56	0.41	-1.63	brickface
13.00	191.00	9.00	0.00	0.00	3.56	5.41	7.78	40.03	25.30	23.56	29.89	22.44	-5.22	13.78	-8.56	30.11	0.24	-1.86	path
10.00	94.00	9.00	0.00	0.00	0.44	0.12	0.72	0.20	2.26	0.11	6.00	0.67	-6.44	11.22	-4.78	6.00	0.99	-2.19	foliage
103.00	226.00	9.00	0.00	0.00	1.72	1.71	1.61	1.75	13.48	10.22	11.89	18.33	-9.78	-4.78	14.56	18.33	0.44	2.30	grass
232.00	31.00	9.00	0.00	0.00	0.56	0.34	0.78	0.34	114.96	101.89	132.56	110.44	-39.22	52.78	-13.56	132.56	0.23	-2.38	sky
123.00	143.00	9.00	0.00	0.00	0.28	0.39	0.28	0.14	0.41	0.00	1.22	0.00	-1.22	2.44	-1.22	1.22	0.78	-2.09	foliage
138.00	144.00	9.00	0.00	0.00	0.89	0.86	0.28	0.53	0.67	0.56	1.00	0.44	-0.33	1.00	-0.67	1.00	0.37	-1.90	window
43.00	137.00	9.00	0.00	0.00	0.17	0.08	1.39	1.75	1.67	0.67	3.78	0.56	-3.00	6.33	-3.33	3.78	0.92	-2.07	window
238.00	118.00	9.00	0.00	0.00	0.33	0.18	0.78	0.07	5.00	6.22	6.22	2.56	3.67	3.67	-7.33	6.67	0.62	-1.05	brickface
20.00	189.00	9.00	0.00	0.00	1.72	1.75	2.67	3.82	34.11	30.11	42.78	29.44	-12.00	26.00	-14.00	42.78	0.31	-2.04	path
58.00	111.00	9.00	0.00	0.00	3.22	3.45	2.06	0.95	19.33	15.56	26.22	16.22	-11.33	20.67	-9.33	26.22	0.41	-2.15	window
49.00	139.00	9.00	0.00	0.00	0.17	0.08	0.33	0.09	0.44	0.00	1.33	0.00	-1.33	2.67	-1.33	1.33	0.78	-2.09	foliage
22.00	87.00	9.00	0.00	0.00	1.89	1.26	1.17	0.62	64.04	55.78	80.33	56.00	-24.78	48.89	-24.11	80.33	0.31	-2.11	cement
235.00	86.00	9.00	0.00	0.00	0.28	0.02	0.28	0.06	12.33	7.78	21.11	8.11	-13.67	26.33	-12.67	21.11	0.63	-2.12	window
34.00	83.00	9.00	0.00	0.00	1.44	0.34	2.44	0.43	19.44	19.56	24.44	14.33	0.33	15.00	-15.33	24.44	0.41	-1.51	brickface
22.00	57.00	9.00	0.00	0.00	0.89	0.74	0.67	0.49	126.11	115.78	140.44	122.11	-31.00	43.00	-12.00	140.44	0.18	-2.36	sky
96.00	94.00	9.00	0.00	0.00	0.72	0.29	0.44	0.43	20.22	16.00	28.78	15.89	-12.67	25.67	-13.00	28.78	0.45	-2.08	window
71.00	95.00	9.00	0.00	0.00	2.11	3.63	2.67	3.56	9.52	4.78	15.44	8.33	-14.22	17.78	-3.56	15.44	0.70	-2.45	foliage
216.00	78.00	9.00	0.00	0.00	1.33	0.36	4.33	6.36	36.11	31.33	46.00	31.00	-14.33	29.67	-15.33	46.00	0.34	-2.05	cement
251.00	173.00	9.00	0.11	0.00	2.17	1.83	2.39	1.24	56.78	49.89	71.56	48.89	-20.67	44.33	-23.67	71.56	0.32	-2.05	path
172.00	60.00	9.00	0.00	0.00	0.83	0.39	1.06	0.33	123.67	114.00	138.33	118.67	-29.00	44.00	-15.00	138.33	0.18	-2.29	sky
68.00	127.00	9.00	0.00	0.00	1.06	0.98	1.28	0.83	16.37	10.89	26.44	11.78	-16.44	30.22	-13.78	26.44	0.60	-2.04	foliage
82.00	109.00	9.00	0.11	0.00	0.72	0.24	1.33	0.80	17.78	19.22	21.00	13.11	4.33	9.67	-14.00	21.00	0.38	-1.28	brickface
166.00	36.00	9.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	window
216.00	151.00	9.00	0.00	0.00	0.17	0.28	0.11	0.17	0.11	0.00	0.33	0.00	-0.33	0.67	-0.33	0.33	0.22	-2.09	window
181.00	162.00	9.00	0.00	0.00	2.67	7.16	13.39	9.66	42.19	36.44	51.33	38.78	-17.22	27.44	-10.22	51.33	0.29	-2.33	path
168.00	40.00	9.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	window
47.00	232.00	9.00	0.00	0.00	1.28	1.25	1.00	0.89	12.70	11.00	9.00	18.11	-5.11	-11.11	16.22	18.11	0.50	1.88	grass
98.00	144.00	9.00	0.00	0.00	0.22	0.03	0.33	0.09	1.00	0.00	3.00	0.00	-3.00	6.00	-3.00	3.00	1.00	-2.09	foliage
180.00	141.00	9.00	0.00	0.00	0.06	0.14	0.06	0.14	0.04	0.00	0.11	0.00	-0.11	0.22	-0.11	0.11	0.11	-2.09	window
85.00	200.00	9.00	0.00	0.00	4.50	4.32	6.06	4.33	58.59	52.22	72.67	50.89	-19.11	42.22	-23.11	72.67	0.30	-2.03	path
151.00	187.00	9.00	0.00	0.00	1.22	0.74	2.06	1.04	11.63	9.33	9.67	15.89	-6.89	-5.89	12.78	15.89	0.43	2.16	grass
139.00	113.00	9.00	0.00	0.00	0.94	0.98	0.67	0.42	29.33	24.89	37.00	26.11	-13.33	23.00	-9.67	37.00	0.33	-2.20	window
147.00	51.00	9.00	0.11	0.00	1.17	1.10	1.50	1.94	126.33	117.00	140.22	121.78	-28.00	41.67	-13.67	140.22	0.17	-2.31	sky
14.00	146.00	9.00	0.11	0.00	0.89	0.47	1.11	0.74	10.59	8.00	15.67	8.11	-7.78	15.22	-7.44	15.67	0.49	-2.11	cement
6.00	120.00	9.00	0.00	0.00	0.33	0.09	0.50	0.08	1.15	0.22	3.00	0.22	-2.78	5.56	-2.78	3.00	1.00	-2.06	foliage
136.00	129.00	9.00	0.11	0.00	1.94	3.09	2.00	3.16	24.70	19.11	34.89	20.11	-16.78	30.56	-13.78	34.89	0.45	-2.16	cement
94.00	136.00	9.00	0.00	0.00	0.22	0.03	0.22	0.03	2.56	1.00	5.78	0.89	-4.67	9.67	-5.00	5.78	0.85	-2.07	window
225.00	36.00	9.00	0.00	0.00	0.44	0.27	0.39	0.33	7.93	5.00	13.67	5.11	-8.78	17.22	-8.44	13.67	0.63	-2.11	window
202.00	193.00	9.00	0.00	0.00	1.11	0.75	3.39	2.49	41.70	37.89	50.67	36.56	-11.44	26.89	-15.44	50.67	0.28	-1.99	path
64.00	196.00	9.00	0.00	0.00	2.67	2.38	3.44	2.28	49.89	44.33	61.44	43.89	-16.67	34.67	-18.00	61.44	0.29	-2.06	path
23.00	85.00	9.00	0.00	0.00	1.44	1.05	1.78	0.96	17.96	18.89	21.89	13.11	2.78	11.78	-14.56	21.89	0.40	-1.39	brickface
47.00	175.00	9.00	0.00	0.00	1.33	0.79	1.17	0.89	23.74	18.67	23.78	28.78	-15.22	0.11	15.11	28.78	0.35	2.63	grass
37.00	78.00	9.00	0.00	0.00	1.00	0.18	2.56	2.87	43.81	41.11	51.89	38.44	-8.11	24.22	-16.11	51.89	0.26	-1.89	cement
145.00	155.00	9.00	0.00	0.11	4.94	35.62	9.94	121.40	11.30	7.78	17.56	8.56	-10.56	18.78	-8.22	17.56	0.75	-2.14	window
170.00	185.00	9.00	0.00	0.00	0.61	0.44	1.44	1.05	10.74	8.11	9.78	14.33	-7.89	-2.89	10.78	14.33	0.44	2.36	grass
231.00	30.00	9.00	0.00	0.11	0.72	0.71	3.00	2.80	7.04	4.78	11.67	4.67	-6.78	13.89	-7.11	11.67	0.61	-2.05	window
18.00	13.00	9.00	0.00	0.00	0.89	0.21	1.11	0.16	140.26	134.33	149.11	137.33	-17.78	26.56	-8.78	149.11	0.10	-2.29	sky
38.00	202.00	9.00	0.00	0.00	2.17	1.07	8.33	2.51	57.33	50.22	71.56	50.22	-21.33	42.67	-21.33	71.56	0.30	-2.09	path
70.00	98.00	9.00	0.11	0.00	1.22	1.72	1.78	1.32	4.67	1.22	9.22	3.56	-10.33	13.67	-3.33	9.22	0.89	-2.40	foliage
66.00	155.00	9.00	0.00	0.00	3.72	21.80	7.72	71.57	8.26	5.89	12.67	6.22	-7.11	13.22	-6.11	12.67	0.30	-2.15	window
186.00	46.00	9.00	0.00	0.00	0.67	0.40	1.06	0.86	135.52	129.44	145.56	131.56	-18.22	30.11	-11.89	145.56	0.11	-2.23	sky
63.00	122.00	9.00	0.00	0.00	0.00	0.00	0.00	0.00	0.33	0.00	1.00	0.00	-1.00	2.00	-1.00	1.00	1.00	-2.09	foliage
33.00	142.00	9.00	0.00	0.00	1.89	1.38	0.89	1.41	3.85	1.67	7.22	2.67	-6.56	10.11	-3.56	7.22	0.81	-2.28	foliage
189.00	184.00	9.00	0.00	0.11	1.67	0.84	2.78	2.01	50.59	45.89	62.33	43.56	-14.11	35.22	-21.11	62.33	0.30	-1.96	path
140.00	73.00	9.00	0.00	0.00	1.72	0.83	0.78	1.00	46.30	45.67	51.11	42.11	-1.89	14.44	-12.56	51.11	0.18	-1.68	cement
222.00	93.00	9.00	0.00	0.00	1.72	0.06	0.17	0.03	2.44	1.00	5.44	0.89	-4.33	9.00	-4.67	5.44	0.88	-2.08	window
14.00	146.00	9.00	0.11	0.00	0.89	0.47	1.11	0.74	10.59	8.00	15.67	8.11	-7.78	15.22	-7.44	15.67	0.49	-2.11	cement
112.00	38.00	9.00	0.00	0.00	11.06	11.07	1.11	1.07	64.63	58.22	78.44	57.22	-19.22	41.44	-22.22	78.44	0.27	-2.04	cement
56.00	107.00	9.00	0.00	0.11	4.56	13.41	6.78	23.19	7.96	4.56	13.00	6.33	-10.22	15.11	-4.89	13.00	0.73	-2.29	foliage
250.00	176.00	9.00	0.00	0.11	1.61	1.06	3.44	1.70	53.67	47.11	67.67	46.22	-19.67	42.00	-22.33	67.67	0.32	-2.05	path
18.00	204.00	9.00	0.00	0.00	2.56	1.20	2.78	1.15	57.89	51.44	72.00	50.22	-19.33	42.33	-23.00	72.00	0.30	-2.04	path
112.00	35.00	9.00	0.00	0.00	1.11	1.23	1.44	0.83	127.56	117.44	142.56	122.67	-30.33	45.00	-14.67	142.56	0.18	-2.31	sky
2.00	44.00	9.00	0.00	0.00	2.17	2.39	2.39	1.53	18.74	17.33	25.22	13.67	-4.22	19.44	-15.22	25.22	0.46	-1.75	brickface
83.00	83.00	9.00	0.11	0.00	0.78	0.79	1.67	3.11	49.85	46.00	59.56	44.00	-11.56	29.11	-17.56	59.56	0.26	-1.96	cement
132.00	182.00	9.00	0.00	0.00	0.89	0.66	2.11	1.77	43.52	40.22	52.56	37.78	-9.89	27.11	-17.22	52.56	0.28	-1.92	path
144.00	139.00	9.00	0.00	0.00	5.50	3.94	1.39	0.60	64.67	57.89	78.78	57.33	-20.33	42.33	-22.00	78.78	0.28	-2.07	cement
231.00	13.00	9.00	0.00	0.00	1.28	0.57	1.00	1.05	118.67	106.56	135.78	113.67	-36.33	51.33	-15.00	135.78	0.22	-2.35	sky
93.00	195.00	9.00	0.00	0.00	1.83	1.21	4.06	2.12	61.59	54.67	76.67	53.44	-20.78	45.22	-24.44	76.67	0.31	-2.04	path
28.00	204.00	9.00	0.00	0.00	2.00	1.76	3.22	2.08	55.89	49.78	69.22	48.67	-18.33	40.00	-21.67	69.22	0.30	-2.04	path
148.00	109.00	9.00	0.00	0.00	1.00	1.21	1.22	0.66	49.41	42.56	62.89	42.78	-20.56	40.44	-19.89	62.89	0.33	-2.11	cement
54.00	133.00	9.00	0.00	0.00	1.56	1.01	0.50	0.34	5.37	3.67	9.00	3.44	-5.11	10.89	-5.78	9.00	0.63	-2.05	window
51.00	115.00	9.00	0.00	0.00	0.67	0.49	1.39	0.69	2.70	0.56	5.67	1.89	-6.44	8.89	-2.44	5.67	0.92	-2.36	foliage
85.00	225.00	9.00	0.00	0.00	1.50	1.01	1.61	1.29	16.19	14.44	12.78	21.33	-5.22	-10.22	15.44	21.33	0.40	1.89	grass
62.00	144.00	9.00	0.00	0.00	0.28	0.06	0.72	0.33	4.81	6.00	5.78	2.67	3.56	2.89	-6.44	6.22	0.57	-0.97	brickface
235.00	46.00	9.00	0.00	0.00	1.17	0.62	1.33	0.60	114.63	100.89	132.89	110.11	-41.22	54.78	-13.56	132.89	0.24	-2.40	sky
167.00	189.00	9.00	0.00	0.00	3.78	2.24	3.78	1.54	58.41	51.33	72.44	51.44	-21.22	42.11	-20.89	72.44	0.30	-2.10	path
222.00	189.00	9.00	0.00	0.00	0.83	1.01	1.00	1.19	17.30	14.56	14.11	23.22	-8.22	-9.56	17.78	23.22	0.41	2.06	grass
209.00	94.00	9.00	0.00	0.00	1.00	0.76	0.61	0.49	9.11	5.89	15.22	6.22	-9.67	18.33	-8.67	15.22	0.62	-2.13	window
178.00	43.00	9.00	0.00	0.00	1.17	1.10	1.11	0.74	125.26	115.67	140.22	119.89	-28.78	44.89	-16.11	140.22	0.17	-2.27	sky
40.00	17.00	9.00	0.00	0.00	1.28	0.95	1.44	1.11	70.52	62.44	86.56	62.56	-24.22	48.11	-23.89	86.56	0.29	-2.10	cement
156.00	49.00	9.00	0.00	0.00	1.06	0.57	1.22	0.54	38.04	35.67	44.11	34.33	-7.11	18.22	-11.11	44.11	0.22	-1.95	cement
155.00	20.00	9.00	0.00	0.00	0.61	0.33	0.61	0.33	111.70	98.44	129.56	107.11	-39.78	53.56	-13.78	129.56	0.24	-2.39	sky
174.00	77.00	9.00	0.00	0.00	1.00	0.31	1.28	1.35	135.93	128.56	147.33	131.89	-22.11	34.22	-12.11	147.33	0.13	-2.28	sky
106.00	191.00	9.00	0.00	0.00	3.17	3.03	2.83	2.90	63.00	55.11	79.56	54.33	-23.67	49.67	-26.00	79.56	0.32	-2.06	path
244.00	108.00	9.00	0.00	0.00	6.50	5.10	1.72	0.83	23.70	20.00	30.44	20.67	-11.11	20.22	-9.11	30.44	0.37	-2.15	window
157.00	184.00	9.00	0.00	0.00	1.28	0.77	1.33	0.84	19.44	15.22	18.22	24.89	-12.67	-3.67	16.33	24.89	0.39	2.42	grass
22.00	114.00	9.00	0.11	0.00	0.94	1.16	1.17	0.41	30.48	24.44	40.78	26.22	-18.11	30.89	-12.78	40.78	0.40	-2.21	window
215.00	235.00	9.00	0.00	0.00	1.39	1.06	1.06	0.49	9.19	6.78	8.00	12.78	-7.22	-3.56	10.78	12.78	0.48	2.31	grass
231.00	233.00	9.00	0.00	0.00	1.44	0.74	1.17	0.34	12.59	8.89	11.89	17.00	-11.11	-2.11	13.22	17.00	0.48	2.49	grass
52.00	196.00	9.00	0.00	0.00	1.44	1.33	6.78	4.19	46.07	40.44	57.11	40.67	-16.89	33.11	-16.22	57.11	0.29	-2.11	path
112.00	197.00	9.00	0.00	0.00	4.22	2.99	4.94	3.12	50.33	44.67	62.22	44.11	-17.00	35.67	-18.67	62.22	0.30	-2.07	path
37.00	167.00	9.00	0.00	0.00	0.89	0.56	7.56	4.61	14.07	11.67	16.78	13.78	-7.22	8.11	-0.89	17.67	0.31	-3.02	grass
20.00	134.00	9.00	0.00	0.00	0.67	0.09	0.61	0.24	2.96	1.11	6.44	1.33	-5.56	10.44	-4.89	6.44	0.83	-2.13	window
140.00	247.00	9.00	0.00	0.00	2.50	3.19	2.67	3.56	8.11	6.00	5.89	12.44	-6.33	-6.67	13.00	12.44	0.56	2.12	grass
114.00	181.00	9.00	0.00	0.00	1.11	0.39	0.89	1.10	19.93	15.89	18.78	25.11	-12.11	-3.44	15.56	25.11	0.37	2.42	grass
44.00	33.00	9.00	0.00	0.00	1.17	0.94	1.06	0.85	125.89	114.67	141.78	121.22	-33.67	47.67	-14.00	141.78	0.19	-2.35	sky
202.00	140.00	9.00	0.00	0.00	0.72	0.49	0.44	0.34	1.04	0.78	1.89	0.44	-0.78	2.56	-1.78	1.89	0.81	-1.84	window
95.00	47.00	9.00	0.00	0.00	0.72	0.33	1.50	0.48	107.11	93.22	128.78	99.33	-41.67	65.00	-23.33	128.78	0.28	-2.27	sky
108.00	113.00	9.00	0.00	0.00	0.44	0.21	0.44	0.12	5.52	6.89	6.67	3.00	4.11	3.44	-7.56	6.89	0.57	-0.99	brickface
241.00	70.00	9.00	0.00	0.00	1.06	0.71	4.11	2.75	39.96	36.44	48.33	35.11	-10.56	25.11	-14.56	48.33	0.27	-1.99	cement
34.00	13.00	9.00	0.00	0.00	0.22	0.17	1.56	0.54	70.37	60.67	88.11	62.33	-29.11	53.22	-24.11	88.11	0.31	-2.15	cement
185.00	188.00	9.00	0.00	0.00	1.78	1.13	2.00	1.25	50.19	45.00	62.11	43.44	-15.56	35.78	-20.22	62.11	0.30	-2.01	path
48.00	192.00	9.00	0.00	0.00	1.22	1.01	2.89	4.83	9.96	8.67	7.44	13.78	-3.89	-7.56	11.44	13.78	0.48	1.91	grass
141.00	68.00	9.00	0.00	0.00	1.44	1.01	2.17	0.88	27.19	24.22	36.89	20.44	-8.89	29.11	-20.22	36.89	0.45	-1.85	brickface
160.00	187.00	9.00	0.11	0.00	2.61	1.94	5.11	3.54	49.48	44.67	60.89	42.89	-14.44	34.22	-19.78	60.89	0.30	-1.99	path
224.00	242.00	9.00	0.00	0.00	1.89	0.83	2.22	3.27	11.74	8.67	10.78	15.78	-9.22	-2.89	12.11	15.78	0.45	2.39	grass
190.00	162.00	9.00	0.00	0.00	2.11	3.99	13.94	155.13	41.33	35.00	51.11	37.89	-19.00	29.33	-10.33	51.33	0.30	-2.49	path
162.00	227.00	9.00	0.00	0.00	1.39	1.00	3.17	8.61	13.96	10.11	14.44	17.33	-11.56	1.44	10.11	17.44	0.43	2.71	grass
200.00	215.00	9.00	0.00	0.00	1.56	0.96	4.72	2.65	23.04	17.11	22.56	29.44	-17.78	-1.44	19.22	29.44	0.42	2.56	grass
166.00	182.00	9.00	0.00	0.00	3.06	4.21	4.00	2.37	58.41	52.56	72.56	50.11	-17.56	42.44	-24.89	72.56	0.31	-1.98	path
58.00	122.00	9.00	0.00	0.00	0.28	0.11	0.56	0.12	5.63	7.00	6.67	3.22	4.11	3.11	-7.22	7.22	0.55	-0.96	brickface
163.00	68.00	9.00	0.00	0.00	1.83	2.21	1.56	0.96	56.78	52.00	68.22	50.11	-14.33	34.33	-20.00	68.22	0.27	-1.98	cement
249.00	207.00	9.00	0.22	0.00	2.72	0.93	0.89	0.27	12.15	9.56	10.33	16.56	-7.78	-5.44	13.22	16.56	0.43	2.22	grass
46.00	235.00	9.00	0.00	0.00	1.94	1.84	1.72	3.57	10.89	7.56	9.33	15.78	-10.00	-4.67	14.67	15.78	0.52	2.32	grass
78.00	30.00	9.00	0.00	0.00	0.67	0.67	0.94	0.77	112.96	99.33	131.11	108.44	-40.89	54.44	-13.56	131.11	0.24	-2.40	sky
191.00	180.00	9.00	0.11	0.00	3.56	1.19	2.22	1.11	60.07	53.22	75.44	51.56	-20.56	46.11	-25.56	75.44	0.32	-2.02	path
114.00	121.00	9.00	0.00	0.00	0.44	0.12	0.61	0.11	6.41	8.00	7.44	3.78	4.78	3.11	-7.89	8.00	0.53	-0.91	brickface
85.00	101.00	9.00	0.00	0.00	1.33	1.29	1.28	1.22	21.30	21.22	26.78	15.89	-0.22	16.44	-16.22	26.78	0.40	-1.56	brickface
37.00	126.00	9.00	0.00	0.00	0.39	0.06	0.44	0.25	5.78	7.44	6.78	3.11	5.00	3.00	-8.00	7.44	0.58	-0.90	brickface
173.00	90.00	9.00	0.00	0.00	0.67	0.27	0.83	0.34	23.52	17.33	34.44	18.78	-18.56	32.78	-14.22	34.44	0.50	-2.18	window
108.00	212.00	9.00	0.00	0.00	2.00	1.42	1.56	1.99	8.04	6.00	6.78	11.33	-6.11	-3.78	9.89	11.33	0.51	2.24	grass
33.00	117.00	9.00	0.00	0.00	0.50	0.12	1.00	0.31	6.44	7.33	8.22	3.78	2.67	5.33	-8.00	8.22	0.54	-1.23	brickface
109.00	130.00	9.00	0.00	0.00	1.11	0.74	9.78	21.76	13.04	9.89	18.89	10.33	-9.44	17.56	-8.11	18.89	0.55	-2.14	cement
60.00	181.00	9.00	0.11	0.00	1.67	1.20	2.67	2.09	19.63	17.11	17.89	23.89	-7.56	-5.22	12.78	23.89	0.29	2.19	grass
219.00	133.00	9.00	0.00	0.00	0.83	0.30	0.44	0.03	9.85	6.22	16.67	6.67	-10.89	20.44	-9.56	16.67	0.63	-2.14	window
42.00	244.00	9.00	0.11	0.00	1.11	1.47	1.11	1.26	12.81	9.56	11.67	17.22	-9.78	-3.44	13.22	17.22	0.45	2.39	grass
