x-box	y-box	width	high	onpix	x-bar	y-bar	x2bar	y2bar	xybar	x2ybr	xy2br	x-ege	xegvy	y-ege	yegvx	class
3.00	7.00	5.00	5.00	5.00	5.00	7.00	3.00	6.00	7.00	6.00	12.00	2.00	10.00	8.00	6.00	E
6.00	6.00	8.00	4.00	5.00	10.00	6.00	2.00	5.00	9.00	4.00	7.00	8.00	6.00	2.00	8.00	M
3.00	7.00	6.00	5.00	2.00	9.00	10.00	2.00	7.00	3.00	12.00	8.00	2.00	11.00	2.00	9.00	Y
3.00	9.00	4.00	7.00	3.00	6.00	8.00	8.00	7.00	10.00	7.00	12.00	2.00	10.00	4.00	10.00	C
5.00	9.00	5.00	5.00	3.00	6.00	7.00	4.00	5.00	9.00	7.00	5.00	3.00	10.00	5.00	4.00	Y
2.00	4.00	5.00	3.00	2.00	7.00	8.00	2.00	9.00	11.00	7.00	6.00	1.00	8.00	5.00	7.00	Z
1.00	4.00	2.00	2.00	1.00	8.00	7.00	2.00	5.00	14.00	6.00	9.00	1.00	7.00	0.00	7.00	J
2.00	4.00	3.00	2.00	2.00	8.00	8.00	3.00	5.00	10.00	6.00	6.00	2.00	8.00	5.00	9.00	B
2.00	1.00	3.00	2.00	1.00	6.00	8.00	7.00	7.00	8.00	7.00	13.00	1.00	9.00	4.00	10.00	C
4.00	10.00	5.00	8.00	3.00	8.00	7.00	6.00	9.00	4.00	6.00	8.00	0.00	8.00	9.00	8.00	S
3.00	3.00	4.00	4.00	1.00	1.00	15.00	5.00	3.00	12.00	9.00	4.00	0.00	8.00	2.00	6.00	F
6.00	10.00	4.00	5.00	3.00	6.00	8.00	6.00	5.00	9.00	7.00	9.00	5.00	10.00	5.00	8.00	O
6.00	14.00	5.00	8.00	3.00	6.00	10.00	2.00	6.00	11.00	7.00	6.00	2.00	9.00	5.00	4.00	T
1.00	1.00	1.00	1.00	0.00	4.00	6.00	6.00	2.00	7.00	6.00	10.00	3.00	8.00	2.00	10.00	K
3.00	7.00	4.00	5.00	5.00	6.00	8.00	3.00	5.00	6.00	7.00	11.00	4.00	11.00	8.00	8.00	E
8.00	14.00	7.00	8.00	5.00	10.00	6.00	3.00	5.00	10.00	4.00	6.00	4.00	8.00	7.00	10.00	F
5.00	10.00	5.00	7.00	4.00	4.00	11.00	1.00	2.00	8.00	10.00	7.00	3.00	10.00	1.00	8.00	V
5.00	9.00	5.00	4.00	3.00	12.00	3.00	3.00	4.00	10.00	3.00	8.00	3.00	9.00	5.00	12.00	Q
7.00	11.00	7.00	8.00	4.00	3.00	10.00	2.00	7.00	10.00	12.00	6.00	2.00	11.00	3.00	5.00	Y
3.00	3.00	4.00	2.00	1.00	4.00	10.00	2.00	7.00	10.00	10.00	5.00	2.00	12.00	3.00	4.00	Y
4.00	7.00	5.00	5.00	3.00	7.00	7.00	8.00	6.00	7.00	6.00	8.00	3.00	8.00	3.00	8.00	O
2.00	2.00	3.00	3.00	2.00	7.00	8.00	5.00	4.00	7.00	7.00	6.00	5.00	9.00	2.00	5.00	N
4.00	9.00	6.00	6.00	4.00	10.00	2.00	1.00	2.00	8.00	3.00	9.00	5.00	5.00	3.00	7.00	A
2.00	5.00	4.00	4.00	2.00	6.00	10.00	2.00	6.00	13.00	7.00	6.00	1.00	9.00	2.00	7.00	F
4.00	8.00	6.00	6.00	4.00	7.00	8.00	6.00	6.00	6.00	5.00	8.00	4.00	6.00	7.00	9.00	R
3.00	5.00	4.00	7.00	1.00	9.00	14.00	0.00	6.00	5.00	11.00	8.00	0.00	8.00	0.00	8.00	T
7.00	8.00	10.00	6.00	6.00	9.00	6.00	2.00	5.00	9.00	6.00	8.00	8.00	6.00	2.00	8.00	M
2.00	2.00	3.00	3.00	2.00	7.00	7.00	6.00	6.00	7.00	6.00	5.00	2.00	8.00	3.00	7.00	D
5.00	8.00	8.00	6.00	4.00	6.00	12.00	7.00	2.00	11.00	5.00	2.00	1.00	10.00	4.00	9.00	P
5.00	5.00	7.00	8.00	3.00	7.00	7.00	4.00	15.00	9.00	6.00	8.00	0.00	8.00	9.00	8.00	Z
6.00	9.00	5.00	5.00	3.00	7.00	7.00	3.00	5.00	9.00	7.00	6.00	3.00	10.00	4.00	5.00	Y
4.00	5.00	5.00	4.00	3.00	6.00	11.00	2.00	8.00	11.00	9.00	5.00	3.00	10.00	4.00	4.00	T
9.00	12.00	8.00	7.00	7.00	10.00	7.00	4.00	6.00	10.00	3.00	6.00	7.00	4.00	8.00	8.00	B
2.00	1.00	3.00	2.00	1.00	8.00	2.00	2.00	1.00	7.00	2.00	8.00	2.00	7.00	2.00	7.00	A
4.00	9.00	6.00	7.00	6.00	8.00	7.00	8.00	4.00	7.00	6.00	8.00	3.00	8.00	8.00	4.00	A
7.00	7.00	7.00	5.00	4.00	3.00	11.00	3.00	3.00	10.00	10.00	8.00	7.00	10.00	2.00	6.00	W
3.00	5.00	4.00	8.00	6.00	8.00	9.00	3.00	1.00	8.00	7.00	6.00	4.00	10.00	5.00	8.00	P
4.00	4.00	7.00	3.00	4.00	7.00	5.00	3.00	4.00	10.00	8.00	9.00	7.00	5.00	2.00	8.00	M
4.00	9.00	6.00	6.00	5.00	6.00	8.00	8.00	5.00	6.00	5.00	12.00	5.00	8.00	7.00	4.00	U
3.00	1.00	3.00	3.00	2.00	7.00	7.00	5.00	8.00	7.00	7.00	8.00	2.00	8.00	6.00	9.00	E
4.00	6.00	4.00	4.00	2.00	7.00	7.00	14.00	1.00	5.00	6.00	8.00	6.00	8.00	0.00	8.00	N
4.00	9.00	7.00	7.00	3.00	5.00	12.00	3.00	4.00	8.00	12.00	9.00	2.00	10.00	1.00	8.00	V
4.00	9.00	5.00	7.00	4.00	5.00	10.00	4.00	5.00	10.00	9.00	4.00	4.00	10.00	4.00	7.00	P
7.00	13.00	6.00	7.00	4.00	9.00	8.00	4.00	5.00	13.00	4.00	4.00	4.00	10.00	6.00	6.00	P
7.00	13.00	6.00	7.00	3.00	7.00	11.00	5.00	5.00	8.00	11.00	5.00	4.00	11.00	4.00	8.00	V
4.00	6.00	5.00	4.00	3.00	7.00	6.00	6.00	6.00	10.00	6.00	11.00	2.00	10.00	4.00	10.00	G
2.00	7.00	3.00	5.00	1.00	12.00	2.00	9.00	4.00	13.00	5.00	13.00	1.00	6.00	0.00	8.00	J
2.00	6.00	4.00	4.00	2.00	10.00	3.00	1.00	2.00	8.00	3.00	9.00	2.00	6.00	2.00	8.00	A
6.00	11.00	7.00	8.00	7.00	8.00	6.00	11.00	1.00	7.00	8.00	8.00	9.00	4.00	1.00	8.00	M
3.00	4.00	4.00	2.00	1.00	5.00	13.00	3.00	6.00	12.00	9.00	3.00	1.00	10.00	1.00	5.00	T
4.00	5.00	4.00	6.00	4.00	8.00	6.00	7.00	4.00	9.00	8.00	9.00	3.00	9.00	6.00	8.00	Q
5.00	9.00	7.00	6.00	4.00	8.00	9.00	2.00	6.00	14.00	5.00	5.00	2.00	9.00	3.00	8.00	F
2.00	11.00	3.00	8.00	4.00	8.00	7.00	0.00	7.00	7.00	6.00	8.00	0.00	8.00	3.00	7.00	I
6.00	10.00	8.00	8.00	5.00	6.00	9.00	5.00	7.00	6.00	9.00	10.00	6.00	10.00	1.00	7.00	U
2.00	5.00	3.00	8.00	1.00	12.00	3.00	10.00	3.00	13.00	6.00	13.00	1.00	6.00	0.00	8.00	J
3.00	5.00	6.00	3.00	2.00	7.00	8.00	3.00	7.00	11.00	8.00	7.00	1.00	9.00	4.00	6.00	S
5.00	11.00	6.00	8.00	6.00	6.00	6.00	6.00	5.00	6.00	5.00	8.00	5.00	7.00	4.00	10.00	L
3.00	6.00	2.00	9.00	2.00	9.00	8.00	3.00	3.00	12.00	4.00	5.00	2.00	8.00	5.00	10.00	J
5.00	10.00	6.00	8.00	8.00	8.00	8.00	5.00	3.00	8.00	5.00	7.00	5.00	9.00	12.00	8.00	S
2.00	6.00	4.00	4.00	2.00	8.00	12.00	2.00	2.00	5.00	10.00	9.00	2.00	11.00	0.00	9.00	V
4.00	10.00	5.00	8.00	4.00	6.00	7.00	6.00	8.00	5.00	7.00	12.00	1.00	7.00	4.00	9.00	C
4.00	8.00	5.00	6.00	4.00	8.00	7.00	8.00	6.00	7.00	7.00	10.00	3.00	7.00	4.00	7.00	O
5.00	7.00	6.00	8.00	6.00	9.00	8.00	6.00	2.00	4.00	8.00	10.00	3.00	9.00	7.00	10.00	Q
8.00	13.00	9.00	7.00	6.00	5.00	9.00	2.00	9.00	12.00	8.00	8.00	6.00	5.00	8.00	2.00	Z
2.00	6.00	2.00	4.00	2.00	3.00	6.00	6.00	10.00	7.00	7.00	14.00	0.00	8.00	7.00	8.00	E
3.00	2.00	4.00	4.00	2.00	6.00	8.00	8.00	8.00	9.00	8.00	12.00	2.00	10.00	4.00	9.00	C
6.00	9.00	9.00	8.00	8.00	8.00	8.00	3.00	5.00	7.00	7.00	8.00	5.00	8.00	4.00	5.00	A
4.00	8.00	5.00	6.00	3.00	6.00	9.00	6.00	6.00	5.00	9.00	10.00	3.00	9.00	1.00	8.00	U
7.00	11.00	10.00	8.00	6.00	12.00	7.00	3.00	5.00	10.00	0.00	3.00	7.00	11.00	2.00	9.00	N
6.00	9.00	9.00	7.00	6.00	10.00	5.00	3.00	5.00	9.00	3.00	6.00	8.00	6.00	2.00	9.00	M
4.00	6.00	5.00	4.00	6.00	8.00	10.00	5.00	4.00	8.00	5.00	6.00	4.00	9.00	8.00	7.00	S
4.00	3.00	4.00	4.00	3.00	7.00	8.00	5.00	5.00	7.00	6.00	6.00	6.00	9.00	3.00	6.00	N
2.00	1.00	2.00	1.00	2.00	7.00	7.00	5.00	6.00	7.00	6.00	8.00	2.00	8.00	5.00	10.00	E
3.00	7.00	4.00	5.00	3.00	5.00	11.00	5.00	4.00	11.00	8.00	4.00	1.00	10.00	4.00	7.00	P
1.00	0.00	2.00	1.00	0.00	7.00	9.00	1.00	2.00	6.00	12.00	8.00	1.00	10.00	0.00	8.00	Y
3.00	10.00	4.00	7.00	2.00	7.00	6.00	8.00	8.00	6.00	6.00	11.00	2.00	8.00	5.00	11.00	G
6.00	10.00	8.00	8.00	5.00	8.00	6.00	2.00	9.00	12.00	4.00	11.00	3.00	7.00	8.00	9.00	Z
2.00	6.00	3.00	4.00	2.00	8.00	6.00	0.00	7.00	13.00	6.00	9.00	0.00	7.00	2.00	8.00	I
2.00	1.00	3.00	2.00	2.00	7.00	8.00	4.00	5.00	6.00	5.00	7.00	2.00	6.00	5.00	8.00	R
3.00	7.00	4.00	5.00	3.00	6.00	8.00	5.00	10.00	7.00	7.00	10.00	2.00	9.00	8.00	8.00	Z
3.00	1.00	4.00	3.00	2.00	7.00	12.00	4.00	6.00	7.00	11.00	8.00	2.00	11.00	1.00	8.00	T
4.00	9.00	6.00	7.00	4.00	8.00	5.00	2.00	9.00	11.00	4.00	10.00	2.00	7.00	7.00	9.00	Z
4.00	9.00	6.00	6.00	2.00	7.00	6.00	7.00	9.00	7.00	5.00	11.00	1.00	8.00	5.00	10.00	G
3.00	6.00	4.00	4.00	4.00	7.00	8.00	4.00	6.00	8.00	8.00	6.00	5.00	9.00	3.00	7.00	F
2.00	3.00	4.00	2.00	2.00	6.00	7.00	2.00	6.00	10.00	8.00	11.00	3.00	8.00	2.00	8.00	K
2.00	4.00	3.00	3.00	2.00	6.00	6.00	5.00	4.00	8.00	7.00	10.00	2.00	8.00	4.00	10.00	G
4.00	7.00	5.00	5.00	2.00	7.00	6.00	7.00	9.00	6.00	5.00	10.00	1.00	8.00	6.00	11.00	G
7.00	8.00	7.00	6.00	5.00	4.00	11.00	3.00	3.00	9.00	9.00	7.00	7.00	11.00	2.00	6.00	W
1.00	3.00	2.00	2.00	1.00	7.00	7.00	5.00	8.00	6.00	6.00	8.00	2.00	8.00	6.00	8.00	Z
7.00	10.00	10.00	8.00	7.00	5.00	6.00	1.00	7.00	9.00	8.00	11.00	3.00	8.00	3.00	8.00	K
3.00	2.00	5.00	4.00	2.00	8.00	2.00	2.00	2.00	7.00	2.00	8.00	2.00	7.00	2.00	7.00	A
4.00	8.00	5.00	6.00	6.00	9.00	9.00	5.00	4.00	8.00	4.00	6.00	4.00	9.00	9.00	7.00	S
7.00	10.00	7.00	8.00	7.00	4.00	11.00	2.00	2.00	9.00	8.00	7.00	7.00	12.00	2.00	6.00	W
2.00	3.00	3.00	5.00	1.00	0.00	1.00	5.00	6.00	0.00	0.00	7.00	0.00	8.00	0.00	8.00	L
3.00	6.00	5.00	4.00	4.00	7.00	8.00	4.00	5.00	9.00	6.00	5.00	2.00	8.00	6.00	6.00	B
6.00	11.00	8.00	8.00	8.00	6.00	8.00	8.00	4.00	7.00	5.00	7.00	3.00	7.00	7.00	10.00	H
4.00	7.00	6.00	5.00	4.00	7.00	8.00	3.00	6.00	10.00	7.00	8.00	3.00	8.00	3.00	8.00	H
2.00	8.00	3.00	6.00	2.00	8.00	7.00	0.00	7.00	13.00	6.00	8.00	0.00	8.00	1.00	8.00	I
8.00	10.00	8.00	5.00	5.00	8.00	6.00	3.00	5.00	10.00	6.00	7.00	7.00	11.00	5.00	8.00	H
5.00	11.00	6.00	8.00	3.00	5.00	8.00	8.00	8.00	8.00	8.00	14.00	2.00	9.00	4.00	9.00	C
3.00	3.00	4.00	4.00	1.00	5.00	8.00	6.00	9.00	6.00	7.00	11.00	1.00	7.00	4.00	9.00	C
5.00	8.00	6.00	7.00	6.00	6.00	9.00	5.00	7.00	8.00	8.00	8.00	4.00	13.00	9.00	6.00	T
3.00	1.00	4.00	3.00	3.00	8.00	6.00	6.00	4.00	7.00	7.00	8.00	7.00	5.00	1.00	7.00	M
2.00	1.00	3.00	2.00	2.00	7.00	7.00	5.00	5.00	6.00	5.00	6.00	5.00	7.00	3.00	8.00	R
7.00	9.00	7.00	4.00	3.00	7.00	8.00	3.00	7.00	9.00	6.00	8.00	6.00	8.00	3.00	7.00	K
3.00	1.00	5.00	3.00	3.00	7.00	11.00	2.00	2.00	7.00	9.00	8.00	7.00	11.00	0.00	8.00	W
4.00	5.00	4.00	4.00	2.00	6.00	11.00	2.00	7.00	11.00	9.00	4.00	1.00	11.00	2.00	4.00	T
6.00	8.00	6.00	6.00	4.00	4.00	13.00	5.00	5.00	11.00	9.00	4.00	2.00	12.00	1.00	5.00	T
3.00	8.00	4.00	6.00	2.00	7.00	7.00	0.00	6.00	13.00	6.00	8.00	0.00	8.00	1.00	8.00	I
3.00	6.00	3.00	4.00	1.00	1.00	0.00	6.00	6.00	0.00	1.00	5.00	0.00	8.00	0.00	8.00	L
4.00	9.00	5.00	7.00	5.00	8.00	6.00	7.00	7.00	6.00	6.00	6.00	2.00	8.00	7.00	10.00	B
6.00	11.00	7.00	8.00	5.00	7.00	7.00	1.00	7.00	7.00	6.00	8.00	0.00	8.00	4.00	8.00	I
5.00	9.00	5.00	4.00	2.00	7.00	7.00	3.00	6.00	9.00	8.00	9.00	6.00	11.00	3.00	7.00	K
4.00	3.00	5.00	2.00	2.00	5.00	8.00	5.00	7.00	10.00	10.00	9.00	3.00	9.00	2.00	6.00	U
4.00	6.00	4.00	4.00	2.00	2.00	12.00	3.00	3.00	11.00	11.00	8.00	2.00	11.00	1.00	8.00	V
1.00	0.00	2.00	1.00	1.00	8.00	7.00	6.00	3.00	6.00	6.00	9.00	2.00	8.00	3.00	8.00	Q
4.00	4.00	5.00	6.00	3.00	7.00	5.00	7.00	8.00	6.00	5.00	8.00	2.00	8.00	6.00	11.00	G
4.00	4.00	6.00	6.00	2.00	8.00	7.00	8.00	8.00	7.00	6.00	9.00	3.00	8.00	4.00	8.00	O
2.00	3.00	3.00	2.00	1.00	7.00	8.00	2.00	9.00	11.00	6.00	8.00	1.00	8.00	5.00	7.00	Z
3.00	4.00	5.00	6.00	2.00	7.00	5.00	7.00	8.00	6.00	5.00	11.00	1.00	8.00	6.00	11.00	G
3.00	6.00	5.00	4.00	2.00	7.00	10.00	2.00	7.00	6.00	12.00	9.00	2.00	11.00	2.00	8.00	Y
5.00	10.00	7.00	7.00	8.00	8.00	5.00	8.00	4.00	8.00	6.00	8.00	3.00	9.00	8.00	3.00	A
2.00	3.00	4.00	1.00	2.00	8.00	6.00	3.00	4.00	9.00	6.00	7.00	6.00	5.00	1.00	7.00	M
9.00	11.00	7.00	6.00	4.00	8.00	7.00	5.00	5.00	10.00	3.00	8.00	6.00	6.00	6.00	11.00	R
4.00	8.00	5.00	6.00	5.00	8.00	8.00	6.00	7.00	7.00	6.00	6.00	2.00	8.00	7.00	10.00	B
4.00	8.00	6.00	6.00	4.00	7.00	10.00	2.00	3.00	7.00	9.00	8.00	8.00	11.00	1.00	8.00	W
4.00	11.00	4.00	8.00	5.00	3.00	9.00	5.00	10.00	7.00	6.00	14.00	0.00	8.00	6.00	8.00	E
4.00	6.00	4.00	4.00	2.00	3.00	12.00	5.00	4.00	11.00	12.00	7.00	3.00	10.00	1.00	8.00	V
0.00	0.00	1.00	0.00	0.00	3.00	11.00	4.00	2.00	11.00	8.00	6.00	0.00	8.00	2.00	8.00	F
3.00	6.00	4.00	4.00	2.00	7.00	7.00	7.00	4.00	9.00	6.00	8.00	3.00	8.00	3.00	8.00	O
4.00	5.00	5.00	4.00	4.00	8.00	4.00	4.00	4.00	9.00	4.00	10.00	3.00	6.00	6.00	6.00	O
5.00	11.00	8.00	8.00	13.00	8.00	5.00	6.00	3.00	7.00	6.00	8.00	14.00	10.00	4.00	9.00	W
3.00	3.00	5.00	1.00	2.00	9.00	6.00	3.00	5.00	10.00	4.00	8.00	3.00	8.00	2.00	9.00	H
2.00	3.00	2.00	1.00	1.00	7.00	7.00	5.00	5.00	7.00	6.00	9.00	2.00	9.00	4.00	9.00	G
3.00	10.00	4.00	7.00	1.00	0.00	1.00	5.00	6.00	0.00	0.00	7.00	0.00	8.00	0.00	8.00	L
5.00	10.00	7.00	8.00	6.00	6.00	6.00	6.00	4.00	7.00	6.00	9.00	5.00	8.00	7.00	10.00	P
3.00	2.00	3.00	3.00	2.00	8.00	8.00	7.00	5.00	8.00	5.00	7.00	2.00	8.00	8.00	8.00	S
3.00	7.00	5.00	5.00	5.00	8.00	8.00	7.00	4.00	6.00	6.00	8.00	2.00	8.00	6.00	5.00	A
5.00	9.00	6.00	6.00	5.00	5.00	8.00	9.00	7.00	7.00	7.00	6.00	2.00	8.00	3.00	8.00	D
4.00	8.00	6.00	6.00	4.00	6.00	8.00	7.00	7.00	11.00	7.00	5.00	3.00	8.00	4.00	8.00	D
3.00	6.00	5.00	4.00	2.00	7.00	9.00	1.00	6.00	14.00	5.00	6.00	0.00	7.00	0.00	7.00	J
4.00	8.00	5.00	7.00	4.00	6.00	7.00	4.00	6.00	7.00	6.00	8.00	3.00	9.00	8.00	10.00	L
13.00	15.00	13.00	8.00	7.00	3.00	8.00	6.00	6.00	4.00	2.00	13.00	9.00	11.00	2.00	8.00	M
5.00	10.00	8.00	8.00	8.00	8.00	11.00	2.00	3.00	6.00	8.00	8.00	8.00	10.00	1.00	8.00	W
5.00	8.00	7.00	6.00	3.00	5.00	8.00	5.00	1.00	7.00	8.00	8.00	8.00	9.00	0.00	8.00	W
5.00	11.00	6.00	8.00	8.00	7.00	8.00	4.00	5.00	6.00	7.00	9.00	7.00	7.00	8.00	7.00	T
5.00	10.00	8.00	7.00	4.00	8.00	10.00	1.00	8.00	5.00	12.00	8.00	1.00	11.00	2.00	8.00	Y
1.00	0.00	2.00	0.00	0.00	7.00	8.00	3.00	0.00	7.00	8.00	8.00	5.00	9.00	0.00	8.00	W
5.00	11.00	6.00	8.00	7.00	8.00	7.00	5.00	5.00	10.00	5.00	5.00	3.00	8.00	3.00	8.00	D
5.00	9.00	7.00	7.00	6.00	9.00	6.00	2.00	7.00	11.00	4.00	9.00	3.00	8.00	5.00	11.00	E
2.00	1.00	3.00	2.00	2.00	5.00	7.00	4.00	7.00	7.00	6.00	11.00	3.00	8.00	4.00	9.00	K
4.00	7.00	5.00	5.00	3.00	7.00	7.00	8.00	5.00	8.00	7.00	10.00	3.00	8.00	3.00	7.00	O
5.00	10.00	7.00	7.00	9.00	8.00	8.00	3.00	4.00	6.00	6.00	9.00	10.00	10.00	7.00	7.00	K
5.00	8.00	6.00	7.00	6.00	7.00	4.00	5.00	4.00	7.00	4.00	9.00	5.00	4.00	7.00	6.00	Q
2.00	0.00	2.00	1.00	1.00	8.00	6.00	6.00	5.00	6.00	5.00	9.00	1.00	8.00	5.00	10.00	G
6.00	10.00	6.00	5.00	4.00	9.00	6.00	4.00	6.00	10.00	5.00	8.00	3.00	8.00	9.00	9.00	Q
6.00	8.00	6.00	6.00	4.00	4.00	9.00	1.00	8.00	10.00	10.00	6.00	0.00	10.00	3.00	4.00	Y
2.00	1.00	2.00	2.00	1.00	7.00	8.00	7.00	6.00	8.00	7.00	11.00	2.00	9.00	3.00	10.00	C
6.00	10.00	8.00	8.00	7.00	9.00	6.00	2.00	7.00	11.00	4.00	9.00	5.00	7.00	6.00	11.00	E
2.00	3.00	3.00	2.00	1.00	8.00	6.00	3.00	6.00	14.00	6.00	10.00	0.00	7.00	0.00	8.00	J
3.00	5.00	6.00	4.00	3.00	5.00	7.00	2.00	8.00	11.00	9.00	11.00	4.00	7.00	4.00	7.00	K
6.00	10.00	8.00	8.00	11.00	7.00	6.00	4.00	5.00	7.00	7.00	8.00	11.00	9.00	7.00	10.00	U
2.00	2.00	3.00	3.00	2.00	8.00	7.00	5.00	5.00	6.00	6.00	5.00	2.00	8.00	7.00	9.00	B
5.00	11.00	8.00	8.00	5.00	6.00	7.00	2.00	7.00	10.00	7.00	10.00	4.00	8.00	4.00	8.00	K
2.00	2.00	3.00	4.00	2.00	6.00	8.00	7.00	7.00	8.00	8.00	13.00	1.00	9.00	4.00	10.00	C
8.00	11.00	11.00	8.00	7.00	4.00	11.00	3.00	4.00	10.00	10.00	8.00	6.00	8.00	1.00	7.00	N
4.00	7.00	4.00	5.00	3.00	6.00	11.00	5.00	5.00	11.00	8.00	4.00	3.00	12.00	2.00	4.00	T
4.00	6.00	4.00	4.00	2.00	7.00	7.00	14.00	2.00	5.00	6.00	8.00	6.00	8.00	0.00	8.00	N
5.00	6.00	5.00	4.00	4.00	5.00	11.00	3.00	2.00	9.00	8.00	7.00	6.00	12.00	2.00	7.00	W
6.00	9.00	5.00	4.00	3.00	11.00	3.00	4.00	5.00	11.00	3.00	10.00	3.00	8.00	5.00	13.00	Q
9.00	14.00	7.00	8.00	5.00	6.00	8.00	5.00	7.00	10.00	6.00	8.00	6.00	6.00	7.00	9.00	B
2.00	1.00	2.00	2.00	1.00	8.00	11.00	3.00	5.00	7.00	10.00	7.00	2.00	11.00	1.00	7.00	T
2.00	3.00	3.00	1.00	1.00	7.00	9.00	2.00	5.00	13.00	6.00	5.00	1.00	9.00	2.00	8.00	F
6.00	13.00	5.00	7.00	3.00	8.00	7.00	3.00	7.00	11.00	5.00	7.00	2.00	9.00	5.00	6.00	T
4.00	9.00	6.00	7.00	5.00	8.00	2.00	3.00	1.00	7.00	2.00	8.00	5.00	8.00	6.00	7.00	A
5.00	9.00	7.00	6.00	4.00	7.00	8.00	6.00	6.00	7.00	7.00	6.00	6.00	10.00	2.00	5.00	N
5.00	11.00	7.00	8.00	4.00	8.00	9.00	6.00	10.00	5.00	6.00	6.00	0.00	8.00	9.00	7.00	S
4.00	9.00	6.00	7.00	3.00	6.00	3.00	1.00	9.00	8.00	2.00	11.00	0.00	7.00	2.00	8.00	L
4.00	7.00	6.00	5.00	5.00	10.00	6.00	2.00	5.00	10.00	4.00	7.00	3.00	7.00	5.00	11.00	B
6.00	11.00	6.00	8.00	4.00	6.00	10.00	1.00	10.00	11.00	9.00	5.00	2.00	8.00	4.00	4.00	T
2.00	3.00	4.00	2.00	2.00	9.00	7.00	4.00	6.00	10.00	4.00	6.00	2.00	8.00	3.00	8.00	D
4.00	9.00	4.00	4.00	2.00	8.00	5.00	4.00	7.00	8.00	6.00	8.00	3.00	9.00	8.00	11.00	Q
4.00	9.00	6.00	7.00	4.00	6.00	10.00	5.00	6.00	10.00	8.00	3.00	1.00	10.00	4.00	7.00	P
3.00	4.00	5.00	3.00	3.00	5.00	9.00	3.00	5.00	10.00	8.00	8.00	3.00	9.00	3.00	7.00	H
6.00	11.00	8.00	8.00	8.00	9.00	7.00	3.00	6.00	9.00	4.00	6.00	3.00	8.00	5.00	9.00	B
3.00	5.00	4.00	3.00	2.00	7.00	9.00	6.00	7.00	7.00	9.00	9.00	3.00	9.00	1.00	8.00	U
4.00	5.00	6.00	4.00	5.00	7.00	8.00	3.00	5.00	7.00	8.00	9.00	7.00	10.00	3.00	7.00	A
4.00	10.00	5.00	7.00	2.00	3.00	8.00	8.00	2.00	7.00	5.00	11.00	3.00	8.00	3.00	10.00	K
4.00	6.00	6.00	4.00	4.00	9.00	8.00	3.00	5.00	7.00	7.00	7.00	4.00	11.00	6.00	7.00	X
5.00	10.00	6.00	8.00	6.00	7.00	7.00	6.00	6.00	7.00	6.00	8.00	6.00	7.00	3.00	8.00	N
5.00	7.00	7.00	11.00	10.00	10.00	9.00	4.00	2.00	5.00	8.00	9.00	4.00	11.00	10.00	12.00	Y
3.00	8.00	6.00	5.00	1.00	10.00	10.00	3.00	2.00	5.00	13.00	8.00	2.00	11.00	0.00	8.00	Y
7.00	11.00	7.00	8.00	4.00	3.00	10.00	2.00	7.00	10.00	12.00	6.00	1.00	11.00	2.00	5.00	Y
3.00	8.00	6.00	6.00	3.00	11.00	2.00	2.00	3.00	9.00	2.00	9.00	3.00	5.00	3.00	8.00	A
4.00	5.00	4.00	8.00	3.00	7.00	8.00	15.00	1.00	7.00	5.00	8.00	3.00	8.00	0.00	8.00	H
6.00	8.00	8.00	6.00	4.00	4.00	10.00	4.00	4.00	11.00	11.00	10.00	5.00	8.00	1.00	7.00	N
4.00	9.00	5.00	6.00	2.00	7.00	6.00	15.00	1.00	7.00	7.00	8.00	3.00	8.00	0.00	8.00	H
0.00	3.00	0.00	4.00	0.00	7.00	7.00	4.00	4.00	7.00	6.00	8.00	0.00	8.00	0.00	8.00	I
6.00	9.00	6.00	5.00	3.00	8.00	6.00	5.00	6.00	10.00	4.00	6.00	4.00	7.00	6.00	10.00	D
3.00	1.00	4.00	2.00	2.00	8.00	7.00	3.00	9.00	6.00	6.00	8.00	3.00	8.00	6.00	8.00	X
6.00	10.00	9.00	7.00	7.00	4.00	11.00	2.00	2.00	8.00	9.00	9.00	7.00	12.00	1.00	8.00	W
3.00	8.00	5.00	6.00	1.00	8.00	8.00	4.00	3.00	6.00	14.00	8.00	3.00	10.00	0.00	8.00	V
5.00	10.00	5.00	8.00	4.00	7.00	7.00	8.00	5.00	10.00	7.00	7.00	3.00	8.00	4.00	8.00	O
3.00	9.00	4.00	7.00	4.00	8.00	7.00	7.00	5.00	7.00	6.00	7.00	2.00	8.00	8.00	8.00	S
2.00	8.00	4.00	5.00	1.00	9.00	15.00	1.00	6.00	5.00	11.00	9.00	0.00	8.00	0.00	8.00	T
2.00	3.00	3.00	2.00	2.00	5.00	7.00	4.00	7.00	7.00	6.00	11.00	3.00	8.00	4.00	10.00	K
5.00	5.00	5.00	8.00	3.00	7.00	7.00	15.00	2.00	4.00	6.00	8.00	6.00	8.00	0.00	8.00	N
5.00	9.00	5.00	4.00	3.00	5.00	8.00	2.00	8.00	11.00	9.00	9.00	3.00	9.00	5.00	5.00	Z
5.00	7.00	7.00	5.00	3.00	7.00	9.00	2.00	7.00	14.00	5.00	5.00	2.00	8.00	3.00	8.00	F
5.00	6.00	7.00	7.00	6.00	7.00	9.00	4.00	5.00	8.00	6.00	8.00	4.00	10.00	7.00	6.00	F
